Tijelo,1-5,6-10,11-15,16-20,21-40,41-60,61+,Median,Broj neodgovorenih,Najstariji neodgovoreni
Općina Kostrena,0,0,0,0,0,0,0,,1,47 dana
Općina Kotoriba,0,0,0,0,0,0,0,,1,47 dana
Općina Koška,1,0,0,0,0,0,0,0,,
Općina Kraljevec na Sutli,0,0,0,0,0,0,0,,1,47 dana
Općina Krapinske Toplice,1,0,0,0,0,0,0,4,,
Općina Kravarsko,0,0,0,0,0,0,0,,1,47 dana
Općina Krašić,0,0,0,0,0,0,0,,1,47 dana
Općina Križ,0,1,0,0,0,0,0,6,,
Općina Krnjak,1,0,0,0,0,0,0,0,,
Općina Kršan,0,0,0,0,0,0,0,,1,47 dana
Općina Kukljica,1,0,0,0,0,0,0,5,,
Općina Kula Norinska,1,0,0,0,0,0,0,0,,
Općina Kumrovec,0,0,0,0,0,0,0,,1,47 dana
Općina Lanišće,0,1,0,0,0,0,0,6,,
Općina Lasinja,1,0,0,0,0,0,0,0,,
Općina Lastovo,1,0,0,0,0,0,0,1,,
Općina Legrad,0,0,0,0,0,0,0,,1,47 dana
Općina Lekenik,0,0,0,0,1,0,0,26,,
Općina Levanjska Varoš,0,0,1,0,0,0,0,13,,
Općina Lećevica,1,0,0,0,0,0,0,4,,
Općina Lipovljani,0,0,1,0,0,0,0,15,,
Općina Lišane Ostrovičke,1,0,0,0,0,0,0,4,,
Općina Ližnjan - Lisignano,0,1,0,0,0,0,0,10,,
Općina Ljubešćica,0,1,0,0,0,0,0,9,,
Općina Lobor,0,0,0,0,0,0,0,,1,47 dana
Općina Lokve,0,0,0,0,0,0,0,,1,47 dana
Općina Lokvičići,0,0,0,0,0,0,0,,1,47 dana
Općina Lopar,0,0,0,0,0,0,0,,1,47 dana
Općina Lovas,0,0,1,0,0,0,0,13,,
Općina Lovinac,0,1,0,0,0,0,0,9,,
Općina Lovran,0,0,0,0,0,0,0,,1,47 dana
Općina Lovreć,0,0,0,0,0,0,0,,1,47 dana
Općina Luka,1,0,0,0,0,0,0,3,,
Općina Lukač,0,0,0,0,0,0,0,,1,47 dana
Općina Lumbarda,0,0,0,0,0,0,0,,1,47 dana
Općina Lupoglav,0,0,0,0,0,1,0,46,,
Općina Magadenovac,0,1,0,0,0,0,0,8,,
Općina Majur,0,0,1,0,0,0,0,11,,
Općina Mala Subotica,1,0,0,0,0,0,0,2,,
Općina Mali Bukovec,1,0,0,0,0,0,0,3,,
Općina Malinska-Dubašnica,0,1,0,0,0,0,0,10,,
Općina Marija Bistrica,0,0,0,0,0,0,0,,1,47 dana
Općina Marija Gorica,0,0,1,0,0,0,0,12,,
Općina Marijanci,0,0,0,0,0,0,0,,1,47 dana
Općina Marina,1,0,0,0,0,0,0,5,,
Općina Markušica,0,0,0,0,0,0,0,,1,47 dana
Općina Martijanec,0,1,0,0,0,0,0,9,,
Općina Martinska Ves,1,0,0,0,0,0,0,1,,
Općina Maruševec,0,0,0,0,0,0,0,,1,47 dana
Općina Marčana,0,0,0,0,0,0,0,,1,47 dana
Općina Matulji,0,0,0,0,0,0,0,,1,47 dana
Općina Mače,1,0,0,0,0,0,0,1,,
Općina Medulin,0,0,1,1,0,0,0,13.5,,
Općina Mihovljan,0,0,0,0,0,0,0,,1,47 dana
Općina Mikleuš,0,0,0,0,1,0,0,31,,
Općina Milna,0,0,0,0,0,0,0,,1,47 dana
Općina Mljet,0,0,0,0,0,0,0,,1,47 dana
Općina Molve,0,0,0,0,0,0,0,,1,47 dana
Općina Motovun,0,0,0,0,0,1,0,47,,
Općina Mošćenička Draga,0,0,0,1,0,0,0,20,,
Općina Mrkopalj,0,0,0,1,0,0,0,16,,
Općina Murter-Kornati,0,0,0,0,0,0,0,,1,47 dana
Općina Muć,0,0,0,0,1,0,1,83,,
Općina Nedelišće,0,1,0,0,0,0,0,10,,
Općina Negoslavci,0,1,0,0,0,0,0,6,,
Općina Nerežišća,0,0,0,0,0,0,0,,1,47 dana
Općina Netretić,0,0,0,0,0,0,0,,1,47 dana
Općina Nijemci,0,0,1,0,0,0,0,14,,
Općina Nova Bukovica,0,1,0,0,0,0,0,9,,
Općina Nova Kapela,0,1,0,0,0,0,0,9,,
Općina Nova Rača,0,1,0,0,0,0,0,10,,
Općina Novi Golubovec,0,1,0,0,0,0,0,10,,
Općina Novigrad,0,0,0,0,0,0,0,,1,47 dana
Općina Novigrad Podravski,0,0,0,0,0,0,0,,1,47 dana
Općina Novo Virje,0,0,0,0,0,0,0,,1,47 dana
Općina Nuštar,0,0,0,0,0,0,0,,1,47 dana
Općina Okrug,0,1,0,0,0,0,0,8,,
Općina Okučani,0,0,0,0,0,0,0,,1,47 dana
Općina Omišalj,0,1,0,0,0,0,0,10,,
Općina Oprisavci,1,0,0,0,0,0,0,3,,
Općina Oprtalj,1,0,0,0,0,0,0,0,,
Općina Orebić,0,0,0,0,0,0,0,,1,47 dana
Općina Orehovica,1,0,0,0,0,0,0,4,,
Općina Oriovac,0,0,0,0,0,0,0,,1,47 dana
Općina Orle,0,0,0,0,0,0,0,,1,47 dana
Općina Otok,0,1,0,0,0,0,0,10,,
Općina Pakoštane,0,0,0,0,0,0,0,,1,47 dana
Općina Pašman,0,0,0,0,0,0,0,,1,47 dana
Općina Perušić,0,0,0,0,0,0,0,,1,47 dana
Općina Peteranec,0,1,0,0,0,0,0,8,,
Općina Petlovac,0,0,0,0,0,0,0,,1,47 dana
Općina Petrijanec,0,0,1,0,0,0,0,11,,
Općina Petrijevci,1,0,0,0,0,0,0,1,,
Općina Petrovsko,0,0,0,0,0,0,0,,1,47 dana
Općina Pirovac,0,1,0,0,0,0,0,9,,
Općina Pisarovina,1,0,0,0,0,0,0,2,,
Općina Pitomača,1,0,0,0,0,0,0,2,,
Općina Pićan,0,1,0,0,0,0,0,8,,
Općina Plaški,0,0,1,0,0,0,0,12,,
Općina Plitvička Jezera,0,0,0,0,0,0,0,,1,47 dana
Općina Podbablje,0,0,0,0,0,0,0,,1,47 dana
Općina Podcrkavlje,0,0,0,0,0,0,0,,1,47 dana
Općina Podgora,0,0,0,0,0,0,0,,1,47 dana
Općina Podgorač,1,0,0,0,0,0,0,0,,
Općina Podravska Moslavina,1,0,0,0,0,0,0,3,,
Općina Podravske Sesvete,0,0,0,0,0,0,0,,1,47 dana
Općina Podstrana,0,0,0,0,0,0,0,,1,47 dana
Općina Podturen,1,0,0,0,0,0,0,2,,
Općina Pojezerje,0,0,0,0,0,0,0,,1,47 dana
Općina Pokupsko,1,0,0,0,0,0,0,4,,
Općina Polača,0,0,0,0,0,0,0,,1,47 dana
Općina Poličnik,0,0,0,0,0,0,0,,1,47 dana
Općina Popovac,0,0,0,0,0,0,0,,1,47 dana
Općina Posedarje,2,0,0,0,0,0,0,4.5,,
Općina Postira,1,0,0,0,0,0,0,2,,
Općina Povljana,0,0,0,0,0,0,0,,1,47 dana
Općina Preko,1,0,0,0,0,0,0,5,,
Općina Preseka,0,0,0,0,0,0,0,,1,47 dana
Općina Prgomet,1,0,0,0,0,0,0,3,,
Općina Pribislavec,0,0,0,0,0,0,0,,1,47 dana
Općina Primorski Dolac,1,0,0,0,0,0,0,1,,
Općina Primošten,0,1,0,0,0,0,0,8,,
"Općina Privlaka, Privlaka (Dalmacija)",0,0,0,0,0,0,0,,1,47 dana
"Općina Privlaka, Privlaka (Vukovarsko-srijemska županija)",0,0,0,0,0,0,0,,1,47 dana
Općina Proložac,0,0,0,0,0,0,0,,1,47 dana
Općina Promina,0,0,1,0,0,0,0,15,,
Općina Punat,1,0,0,0,0,0,0,0,,
Općina Punitovci,0,0,0,0,0,0,0,,1,47 dana
Općina Pučišća,0,0,0,0,0,0,0,,1,47 dana
Općina Pušća,0,0,1,0,0,0,0,11,,
Općina Radoboj,0,1,0,0,0,0,0,9,,
Općina Rakovec,1,0,0,0,0,0,0,3,,
Općina Rakovica,0,0,0,0,0,0,0,,1,47 dana
Općina Rasinja,0,0,0,0,0,0,0,,1,47 dana
Općina Ravna Gora,1,0,0,0,0,0,0,4,,
Općina Raša,0,1,0,0,0,0,0,9,,
Općina Ražanac,1,0,0,0,0,0,0,1,,
Općina Rešetari,0,1,0,0,0,0,0,8,,
Općina Ribnik,1,0,0,0,0,0,0,4,,
Općina Rogoznica,0,0,0,0,0,0,0,,1,47 dana
Općina Rovišće,0,0,0,0,1,0,0,24,,
Općina Rugvica,0,0,0,0,0,0,0,,1,47 dana
Općina Runovići,1,0,0,0,0,0,0,0,,
Općina Ružić,0,0,0,0,0,0,0,,1,47 dana
Općina Saborsko,0,0,1,0,0,0,0,12,,
Općina Sali,1,0,0,0,0,0,0,4,,
Općina Satnica Đakovačka,1,0,0,0,0,0,0,2,,
Općina Seget,0,0,1,0,0,0,0,11,,
Općina Selca,1,0,0,0,0,0,0,0,1,245 dana
Općina Selnica,1,0,0,0,0,0,0,1,,
Općina Semeljci,1,0,0,0,0,0,0,0,,
Općina Severin,0,0,0,0,0,0,0,,1,47 dana
Općina Sibinj,1,0,0,0,0,0,0,4,,
Općina Sikirevci,1,0,0,0,0,0,0,5,,
Općina Sirač,0,1,0,0,0,0,0,6,,
Općina Skrad,0,1,0,0,0,0,0,8,,
Općina Slavonski Šamac,0,0,0,0,0,0,0,,1,47 dana
Općina Slivno,0,0,0,0,0,0,0,,1,47 dana
Općina Smokvica,1,0,0,0,0,0,0,3,,
Općina Sokolovac,0,0,0,0,0,0,0,,1,47 dana
Općina Sopje,0,0,0,1,0,0,0,16,,
Općina Sračinec,1,0,0,0,0,0,0,2,,
Općina Stankovci,0,0,0,0,0,0,0,,1,47 dana
Općina Stara Gradiška,1,0,0,0,0,0,0,2,,
Općina Stari Jankovci,1,0,0,0,0,0,0,1,,
Općina Stari Mikanovci,1,0,0,0,0,0,0,4,,
Općina Starigrad,1,0,0,0,0,0,0,1,,
Općina Staro Petrovo Selo,0,0,0,0,0,0,0,,1,47 dana
Općina Ston,0,0,1,0,0,0,0,15,,
Općina Strizivojna,0,0,0,0,0,0,0,,1,47 dana
Općina Stubičke Toplice,0,0,0,0,0,0,0,,1,47 dana
Općina Stupnik,1,0,0,0,0,0,0,4,,
Općina Suhopolje,1,0,0,0,0,0,0,4,,
Općina Sukošan,0,0,0,0,0,0,0,,1,47 dana
Općina Sunja,1,0,0,0,0,0,0,3,,
Općina Sutivan,0,1,0,0,0,0,0,9,,
Općina Sućuraj,0,0,0,0,0,0,0,,1,47 dana
Općina Sveta Marija,0,0,0,0,0,0,0,,1,47 dana
Općina Sveta Nedelja,0,0,1,0,0,0,0,11,,
Općina Sveti Filip i Jakov,0,0,0,0,0,0,0,,1,47 dana
Općina Sveti Ilija,0,0,0,0,0,0,0,,1,47 dana
Općina Sveti Ivan Žabno,1,0,0,0,0,0,0,3,,
Općina Sveti Juraj na Bregu,0,1,0,0,0,0,0,10,,
Općina Sveti Križ Začretje,0,1,0,0,0,0,0,9,,
Općina Sveti Lovreč,0,1,0,0,0,0,0,9,,
Općina Sveti Martin na Muri,0,0,0,0,0,0,0,,1,47 dana
Općina Sveti Petar Orahovec,1,0,0,0,0,0,0,5,,
Općina Sveti Petar u Šumi,0,0,0,0,0,0,0,,1,47 dana
Općina Sveti Đurđ,1,0,0,0,0,0,0,5,,
Općina Svetvinčenat,1,0,0,0,0,0,0,1,,
Općina Tar-Vabriga,1,0,0,0,0,0,0,5,,
Općina Tinjan,0,0,0,0,0,0,0,,1,47 dana
Općina Tisno,0,0,1,0,0,0,0,14,,
Općina Tkon,0,1,0,0,0,0,0,8,,
Općina Tompojevci,1,0,0,0,0,0,0,0,,
Općina Topusko,1,0,0,0,0,0,0,2,,
Općina Tordinci,0,0,0,0,0,0,0,,1,47 dana
Općina Tounj,0,0,0,0,0,0,0,,1,47 dana
Općina Tovarnik,1,0,0,0,0,0,0,4,,
Općina Tribunj,0,1,0,0,0,0,0,6,,
Općina Trnava,0,0,0,0,0,0,0,,1,47 dana
Općina Trnovec Bartolovečki,0,1,0,0,0,0,0,8,,
Općina Trpanj,0,0,0,0,0,0,0,,1,47 dana
Općina Trpinja,1,0,0,0,0,0,0,0,,
Općina Tuhelj,0,0,0,1,0,0,0,19,,
Općina Tučepi,0,0,0,0,0,0,0,,1,175 dana
Općina Udbina,1,0,0,0,0,0,0,4,,
Općina Unešić,0,1,0,0,0,0,0,9,,
Općina Vela Luka,0,0,0,0,0,0,0,,1,47 dana
Općina Velika,1,0,0,0,0,0,0,2,,
Općina Velika Kopanica,1,0,0,0,0,0,0,5,,
Općina Velika Ludina,0,0,1,0,0,0,0,11,1,47 dana
Općina Velika Pisanica,1,0,0,0,0,0,0,0,,
Općina Veliki Bukovec,1,0,0,0,0,0,0,0,,
Općina Veliki Grđevac,0,0,1,0,0,0,0,14,,
Općina Veliko Trgovišće,1,0,0,0,0,0,0,3,,
Općina Veliko Trojstvo,0,0,0,0,0,0,0,,1,47 dana
Općina Vidovec,1,0,0,0,0,0,0,5,,
Općina Viljevo,1,0,0,0,0,0,0,0,,
Općina Vinica,0,0,0,0,0,0,0,,1,47 dana
Općina Vinodolska,0,0,0,0,0,1,0,47,,
Općina Vir,0,1,0,0,0,0,0,9,,
Općina Virje,1,0,0,0,0,0,0,2,,
Općina Visoko,1,0,0,0,0,0,0,2,,
Općina Viškovci,0,0,0,0,0,0,0,,1,47 dana
Općina Viškovo,0,0,0,0,0,0,0,,1,47 dana
Općina Višnjan,0,1,0,0,0,0,0,9,,
Općina Vižinada,0,1,0,0,0,0,0,9,,
Općina Vladislavci,1,0,0,0,0,0,0,0,,
Općina Vojnić,1,0,0,0,0,0,0,3,,
Općina Voćin,0,0,0,0,0,0,0,,1,47 dana
Općina Vođinci,0,0,0,0,0,0,0,,1,47 dana
Općina Vratišinec,0,0,0,0,0,0,0,,1,47 dana
Općina Vrbanja,1,0,0,0,0,0,0,3,,
Općina Vrbje,0,1,0,0,0,0,0,9,,
Općina Vrbnik,1,0,0,0,0,0,0,0,,
Općina Vrhovine,0,0,0,0,0,0,0,,1,47 dana
Općina Vrpolje,0,1,0,0,0,0,0,9,,
Općina Vrsar,0,1,0,0,0,0,0,6,,
Općina Vrsi,0,1,0,0,0,0,0,8,,
Općina Vuka,1,0,0,0,0,0,0,2,,
Općina Zadvarje,0,0,0,0,0,0,0,,1,47 dana
Općina Zagorska Sela,0,0,1,0,0,0,0,13,,
Općina Zagvozd,0,0,0,0,0,0,0,,1,47 dana
Općina Zažablje,1,0,0,0,0,0,0,0,,
Općina Zdenci,1,0,0,0,0,0,0,3,,
Općina Zemunik Donji,0,0,0,0,1,0,0,24,,
Općina Zlatar Bistrica,1,0,0,0,0,0,0,5,,
Općina Zmijavci,0,0,0,0,0,0,0,,1,47 dana
Općina Zrinski Topolovac,0,0,0,0,0,0,0,,1,47 dana
Općina Čaglin,1,0,0,0,0,0,0,3,,
Općina Čavle,0,1,0,0,0,0,0,9,,
Općina Čačinci,1,0,0,0,0,0,0,0,,
Općina Čađavica,0,1,0,0,0,0,0,8,,
Općina Čeminac,1,0,0,0,0,0,0,0,,
Općina Čepin,1,0,0,0,0,0,0,0,,
Općina Đelekovec,1,0,0,0,0,0,0,3,,
Općina Đulovac,1,0,0,0,0,0,0,1,,
Općina Đurmanec,0,0,0,0,0,0,0,,1,47 dana
Općina Đurđenovac,1,0,0,0,0,0,0,4,,
Općina Šandrovac,1,0,0,0,0,0,0,0,,
Općina Šenkovec,0,0,1,0,0,0,0,11,,
Općina Šestanovac,0,0,0,0,0,0,0,,1,47 dana
Općina Škabrnja,0,0,0,0,0,0,0,,1,47 dana
Općina Šodolovci,1,0,0,0,0,0,0,3,,
Općina Šolta,1,0,1,0,1,0,0,11,,
Općina Špišić Bukovica,0,0,0,0,0,0,0,,1,47 dana
Općina Štefanje,1,0,0,0,0,0,0,2,,
Općina Štitar,1,0,0,0,0,0,0,0,,
Općina Štrigova,0,1,0,0,0,0,0,9,,
Općina Žakanje,1,0,0,0,0,0,0,2,,
Općina Žminj,0,1,0,0,0,0,0,8,,
Općina Žumberak,0,0,0,0,0,0,0,,1,47 dana
Općina Župa dubrovačka,1,0,0,0,0,0,0,1,,
"Općinsko komunalno poduzeće PARK, Sveti Ivan Žabno",1,0,0,0,0,0,0,5,,
Općinsko komunalno poduzeće Sveti Petar Orehovec,0,0,0,0,0,0,0,,1,119 dana
"Osječko-baranjska županija, Osijek",2,0,0,0,0,0,0,4.5,1,193 dana
"Osnovna škola - Scuola Elementare Belvedere, Rijeka",0,0,1,0,0,0,0,13,,
"Osnovna škola - Scuola Elementare Dolac, Rijeka",0,0,1,0,0,0,0,13,,
"Osnovna škola - Scuola Elementare Gelsi, Rijeka",0,1,0,0,0,0,0,10,,
"Osnovna škola - Scuola Elementare San Nicolo, Rijeka",0,1,0,0,0,0,0,8,,
"Osnovna škola Alojzija Stepinca, Zagreb",0,0,0,0,0,0,0,,1,13 dana
"Osnovna škola Ante Anđelinović, Sućuraj",0,0,0,0,0,0,0,,1,13 dana
"Osnovna škola Ante Curać-Pinjac, Žrnovo",0,1,0,0,0,0,0,8,,
"Osnovna škola Ante Kovačića, Zagreb-Susedgrad",0,1,0,0,0,0,0,10,,
"Osnovna škola Ante Kovačića, Zlatar",0,0,1,0,0,0,0,11,,
"Osnovna škola Ante Starčevića, Dicmo",0,1,0,0,0,0,0,10,,
"Osnovna škola Ante Starčevića, Rešetari",0,1,0,0,0,0,0,10,,
"Osnovna škola Antun Gustav Matoš, Tovarnik",0,0,0,0,0,0,0,,1,13 dana
"Osnovna škola Antun Gustav Matoš, Vinkovci",0,0,1,0,0,0,0,11,,
"Osnovna škola Antun Matija Reljković, Bebrina",0,1,0,0,0,0,0,10,,
"Osnovna škola Antun Mihanović, Nova Kapela Batrina",0,1,0,0,0,0,0,10,,
"Osnovna škola Antun Mihanović, Slavonski Brod",0,1,0,0,0,0,0,10,,
"Osnovna škola Antun Nemčić Gostovinski, Koprivnica",0,0,1,0,0,0,0,12,,
"Osnovna škola Antuna Augustinčića, Zaprešić",0,1,0,0,0,0,0,6,,
"Osnovna škola Antuna Gustava Matoša, Čačinci",0,0,1,0,0,0,0,11,,
"Osnovna škola Antuna Mihanovića, Klanjec",0,1,0,0,0,0,0,8,,
"Osnovna škola Antuna i Ivana Kukuljevića, Varaždinske Toplice",0,0,1,0,0,0,0,11,,
"Osnovna škola August Šenoa, Osijek",0,1,0,0,0,0,0,9,,
"Osnovna škola Augusta Cesarca, Krapina",0,0,1,0,0,0,0,13,,
"Osnovna škola Augusta Harambašića, Zagreb",0,1,0,0,0,0,0,10,,
"Osnovna škola Augusta Šenoe, Gundinci",0,0,1,0,0,0,0,11,,
"Osnovna škola Augusta Šenoe, Zagreb",0,1,0,0,0,0,0,6,,
Osnovna škola Bakar,0,0,1,0,0,0,0,13,,
"Osnovna škola Bariše Granića Meštra, Baška Voda",0,1,0,0,0,0,0,8,,
"Osnovna škola Bartula Kašića, Zadar",0,1,0,0,0,0,0,10,,
Osnovna škola Bedekovčina,0,1,0,0,0,0,0,9,,
Osnovna škola Belec,0,0,1,0,0,0,0,12,,
Osnovna škola Beletinec,0,1,0,0,0,0,0,10,,
Osnovna škola Belica,0,0,0,0,0,0,0,,1,13 dana
Osnovna škola Blato,0,0,0,0,0,0,0,,1,13 dana
"Osnovna škola Bogoslav Šulek, Slavonski Brod",0,1,0,0,0,0,0,9,,
"Osnovna škola Bogumila Tonija, Samobor",0,1,0,0,0,0,0,10,,
"Osnovna škola Bol, Bol",0,0,1,0,0,0,0,13,,
"Osnovna škola Borovje, Zagreb",0,1,0,0,0,0,0,9,,
Osnovna škola Borovo,0,0,1,0,0,0,0,11,,
"Osnovna škola Brajda, Rijeka",0,1,0,0,0,0,0,6,,
"Osnovna škola Bratoljuba Klaića, Bizovac",0,1,0,0,0,0,0,9,,
"Osnovna škola Braća Bobetko, Sisak",0,0,0,0,0,0,0,,1,13 dana
"Osnovna škola Braća Radić, Koprivnica",0,0,1,0,0,0,0,13,,
"Osnovna škola Braća Radić, Martinska Ves",0,1,0,0,0,0,0,9,,
"Osnovna škola Braća Ribar, Posedarje",0,0,1,0,0,0,0,11,,
"Osnovna škola Braća Ribar, Sisak",0,0,1,0,0,0,0,11,,
"Osnovna škola Braće Radić, Novigrad",0,0,1,0,0,0,0,13,,
Osnovna škola Braće Radića Pakrac,0,0,1,0,0,0,0,13,,
"Osnovna škola Braće Radića, Donji Muć",0,0,1,0,0,0,0,11,,
"Osnovna škola Braće Radića, Kloštar Ivanić",0,0,1,0,0,0,0,11,,
Osnovna škola Brestje,0,1,0,0,0,0,0,8,,
Osnovna škola Brod Moravice,0,1,0,0,0,0,0,7,,
Osnovna škola Bršadin,0,1,0,0,0,0,0,8,,
"Osnovna škola Budrovci, Đakovo",0,0,1,0,0,0,0,11,,
"Osnovna škola Centar, Rijeka",0,1,0,0,0,0,0,8,,
"Osnovna škola Cvjetno Naselje, Zagreb",0,0,1,0,0,0,0,13,,
Osnovna škola Darda,0,1,0,0,0,0,0,10,,
"Osnovna škola Davorin Trstenjak, Posavski Podgajci",0,1,0,0,0,0,0,10,,
"Osnovna škola Davorin Trstenjak, Čađavica",0,0,1,0,0,0,0,11,,
"Osnovna škola Dinka Šimunovića, Hrvace",0,1,0,0,0,0,0,10,,
"Osnovna škola Dobri, Split",0,1,0,0,0,0,0,8,,
"Osnovna škola Dobriša Cesarić, Osijek",0,1,0,0,0,0,0,9,,
Osnovna škola Donja Stubica,0,1,0,0,0,0,0,8,,
Osnovna škola Donji Kraljevec,0,1,0,0,0,0,0,9,,
"Osnovna škola Dr. Ante Starčević, Pazarište-Klanac",0,0,1,0,0,0,0,11,,
"Osnovna škola Dr. Fra Karlo Balić, Šestanovac",0,1,0,0,0,0,0,9,,
"Osnovna škola Dr. Stjepan Ilijašević, Oriovac",0,0,1,0,0,0,0,12,,
"Osnovna škola Drago Gervais, Jurdani",0,1,0,0,0,0,0,7,,
"Osnovna škola Dragutin Tadijanović, Slavonski Brod",0,1,0,0,0,0,0,9,,
"Osnovna škola Dragutina Kušlana, Zagreb",0,1,0,0,0,0,0,10,,
"Osnovna škola Dragutina Lermana, Brestovac",0,0,0,0,0,0,0,,1,13 dana
"Osnovna škola Dragutina Tadijanovića, Petrinja",0,1,0,0,0,0,0,7,,
"Osnovna škola Dragutina Tadijanovića, Vukovar",0,0,0,0,0,0,0,,1,13 dana
"Osnovna škola Dragutina Tadijanovića, Zagreb",0,1,0,0,0,0,0,10,,
"Osnovna škola Draškovec, Prelog",0,1,0,0,0,0,0,9,,
Osnovna škola Drenje,0,1,0,0,0,0,0,10,,
Osnovna škola Ernestinovo,0,0,1,0,0,0,0,12,,
"Osnovna škola Eugena Kvaternika, Velika Gorica",0,0,0,0,0,0,0,,1,13 dana
"Osnovna škola Fausta Vrančića, Šibenik",0,0,0,0,0,0,0,,1,13 dana
"Osnovna škola Fra Bernardina Tome Leakovića, Bošnjaci",0,0,1,0,0,0,0,11,,
"Osnovna škola Fra Pavla Vučkovića, Sinj",0,0,1,0,0,0,0,11,,
"Osnovna škola Fran Franković, Rijeka",0,0,1,0,0,0,0,11,,
"Osnovna škola Fran Koncelak, Drnje",0,1,0,0,0,0,0,7,,
"Osnovna škola Frana Galovića, Zagreb",0,1,0,0,0,0,0,10,,
"Osnovna škola Frana Krste Frankopana, Brod na Kupi",0,0,1,0,0,0,0,11,,
"Osnovna škola Frana Krste Frankopana, Zagreb",0,1,0,0,0,0,0,7,,
"Osnovna škola Frane Petrića, Cres",0,0,0,0,0,0,0,,1,13 dana
"Osnovna škola Franje Horvata Kiša, Lobor",0,0,1,0,0,0,0,13,,
"Osnovna škola Franje Krežme, Osijek",0,1,0,0,0,0,0,10,,
"Osnovna škola Franje Serta, Bednja",0,0,0,0,0,0,0,,1,13 dana
"Osnovna škola Galovac, Zemunik",0,1,0,0,0,0,0,10,,
Osnovna škola Glina,0,1,0,0,0,0,0,10,,
Osnovna škola Gola,0,1,0,0,0,0,0,9,,
Osnovna škola Gorjani,0,1,0,0,0,0,0,10,,
"Osnovna škola Gornja Poljica, Donji Dolac",0,0,1,0,0,0,0,12,,
"Osnovna škola Gornja Vežica, Rijeka",0,1,0,0,0,0,0,7,,
"Osnovna škola Gornje Vrapče, Zagreb",0,1,0,0,0,0,0,8,,
"Osnovna škola Gornji Mihaljevec, Macinec",0,1,0,0,0,0,0,10,,
Osnovna škola Gradina,0,0,1,0,0,0,0,13,,
"Osnovna škola Granešina, Zagreb - Dubrava",0,0,0,0,0,0,0,,1,13 dana
Osnovna škola Gračani,0,1,0,0,0,0,0,10,,
"Osnovna škola Grgura Karlovčana, Đurđevac",0,1,0,0,0,0,0,7,,
"Osnovna škola Grigor Vitez, Sveti Ivan Žabno",0,1,0,0,0,0,0,10,,
"Osnovna škola Grigora Viteza, Zagreb",0,1,0,0,0,0,0,6,,
Osnovna škola Grohote,0,0,1,0,0,0,0,11,,
Osnovna škola Gvozd,0,1,0,0,0,0,0,8,,
Osnovna škola Hreljin,0,1,0,0,0,0,0,7,,
"Osnovna škola Hrvatski sokol, Podgajci Podravski",0,1,0,0,0,0,0,8,,
"Osnovna škola Hugo Badalić, Slavonski Brod",0,0,1,0,0,0,0,11,,
Osnovna škola Ilača-Banovci,0,1,0,0,0,0,0,7,,
"Osnovna škola Ivan Benković, Dugo Selo",0,0,1,0,0,0,0,11,,
"Osnovna škola Ivan Goran Kovačić, Zdenci",0,1,0,0,0,0,0,10,,
"Osnovna škola Ivan Goran Kovačić, Čepić",0,1,0,0,0,0,0,10,,
"Osnovna škola Ivan Goran Kovačić, Đakovo",0,0,1,0,0,0,0,11,,
"Osnovna škola Ivan Goran Kovačić, Štitar",0,1,0,0,0,0,0,6,,
"Osnovna škola Ivan Kozarac, Nijemci",0,0,1,0,0,0,0,12,,
"Osnovna škola Ivan Leko, Donji Proložac",0,1,0,0,0,0,0,6,,
"Osnovna škola Ivan Mažuranić, Sibinj",0,1,0,0,0,0,0,9,,
"Osnovna škola Ivan Meštrović, Drenovci",0,1,0,0,0,0,0,8,,
"Osnovna škola Ivan Meštrović, Vrpolje",0,1,0,0,0,0,0,10,,
"Osnovna škola Ivana Brlić-Mažuranić, Strizivojna",0,1,0,0,0,0,0,9,,
"Osnovna škola Ivana Brnjika Slovaka, Jelisavac",0,0,1,0,0,0,0,13,,
"Osnovna škola Ivana Cankara, Zagreb",0,0,0,0,0,0,0,,1,13 dana
"Osnovna škola Ivana Filipovića, Zagreb",0,1,0,0,0,0,0,10,,
"Osnovna škola Ivana Gorana Kovačića, Cista Velika",0,1,0,0,0,0,0,9,,
"Osnovna škola Ivana Gorana Kovačića, Gornje Bazje",0,0,1,0,0,0,0,11,,
"Osnovna škola Ivana Gorana Kovačića, Staro Petrovo Selo",0,0,1,0,0,0,0,11,,
"Osnovna škola Ivana Gorana Kovačića, Vinkovci",0,1,0,0,0,0,0,6,,
"Osnovna škola Ivana Gorana Kovačića, Vrbovsko",0,1,0,0,0,0,0,10,,
"Osnovna škola Ivana Gundulića, Dubrovnik",0,1,0,0,0,0,0,10,,
Osnovna škola Ivana Kozarca Županja,0,1,0,0,0,0,0,7,,
"Osnovna škola Ivana Kukuljevića, Sisak",0,0,0,0,0,0,0,,1,13 dana
"Osnovna škola Ivana Lovrića, Sinj",0,1,0,0,0,0,0,9,,
"Osnovna škola Ivana Mažuranića, Obrovac Sinjski",0,1,0,0,0,0,0,10,,
"Osnovna škola Ivana Perkovca, Brdovec",0,1,0,0,0,0,0,10,,
"Osnovna škola Ivana Rangera Kamenica, Lepoglava",0,1,0,0,0,0,0,6,,
"Osnovna škola Ivana Zajca, Rijeka",0,1,0,0,0,0,0,8,,
"Osnovna škola Ivana viteza Trnskog, Nova Rača",0,1,0,0,0,0,0,7,,
