Tijelo,1-5,6-10,11-15,16-20,21-40,41-60,61+,Median,Broj neodgovorenih,Najstariji neodgovoreni
Grad Grubišno Polje,1,0,0,0,0,0,0,1,,
Grad Hvar,1,0,0,0,0,0,0,1,,
Grad Ilok,1,4,1,0,0,0,0,8.5,,
Grad Ivanić-Grad,0,0,0,1,0,0,0,20,,
Grad Jastrebarsko,1,0,0,0,0,0,0,2,,
Grad Karlovac,0,1,0,0,0,0,0,9,,
Grad Komiža,1,0,1,4,1,0,0,20,6,17 dana
Grad Križevci,0,0,0,0,0,0,0,,1,291 dana
Grad Krk,0,1,0,0,0,0,0,8,,
Grad Kutina,1,0,0,0,0,0,0,4,,
Grad Lipik,0,1,0,0,0,0,0,10,,
Grad Makarska,0,0,1,0,0,0,0,11,,
Grad Mali Lošinj,0,1,0,0,0,0,0,10,,
Grad Našice,0,0,1,0,0,0,0,11,,
Grad Nin,0,1,0,0,0,0,0,8,2,211 dana
Grad Nova Gradiška,1,0,0,0,0,0,0,4,,
Grad Osijek,1,0,0,0,0,0,0,4,,
Grad Otok,1,0,0,0,1,0,0,17,5,311 dana
Grad Pakrac,0,0,0,0,0,0,0,,1,291 dana
Grad Pazin,1,0,0,0,0,0,0,3,,
Grad Poreč,0,0,1,0,0,0,0,14,,
Grad Požega,0,0,0,0,0,0,0,,1,291 dana
Grad Pula,0,0,0,0,0,0,0,,2,291 dana
Grad Rijeka,0,0,1,1,0,0,0,14.5,1,142 dana
Grad Rovinj,0,0,0,0,0,0,0,,1,143 dana
Grad Samobor,0,0,1,0,0,0,0,15,,
Grad Sisak,0,0,1,0,0,0,0,14,,
Grad Slavonski Brod,0,1,0,0,0,0,0,10,,
Grad Split,0,0,0,0,0,0,0,,3,145 dana
Grad Stari Grad,0,0,0,0,0,0,0,,1,273 dana
Grad Umag,0,0,0,0,0,0,0,,1,143 dana
Grad Velika Gorica,0,0,1,0,0,0,0,12,,
Grad Vinkovci,0,1,5,0,0,0,0,11,,
Grad Vukovar,2,0,3,0,0,0,0,12,2,302 dana
Grad Zabok,0,2,0,0,0,0,0,8.5,,
Grad Zagreb,4,1,0,0,3,0,3,21,4,306 dana
Grad Čazma,0,1,1,0,0,0,0,10.5,,
Grad Đakovo,0,2,0,0,0,0,0,10,1,76 dana
Grad Šibenik,0,0,1,0,0,0,0,11,,
Grad Županja,1,8,3,0,1,0,0,10,,
"Gradski prijevoz putnika, Osijek",0,0,0,0,0,0,0,,1,305 dana
"Gradsko komunalno poduzeće Komunalac, Koprivnica",0,0,0,0,0,0,0,,1,77 dana
"Gradsko komunalno poduzeće PRE KOM, Prelog",0,0,1,0,0,0,0,11,,
HEP Operator distribucijskog sustava,0,1,0,0,0,0,0,7,1,68 dana
HEP Opskrba,1,0,0,0,0,0,0,2,1,132 dana
HEP Plin,0,0,1,0,0,0,0,13,,
"Hrvatska agencija za okoliš i prirodu, Zagreb",1,2,0,1,0,0,0,6.5,,
"Hrvatska banka za obnovu i razvitak, Zagreb",0,1,0,1,2,0,0,21.5,,
"Hrvatska brodogradnja Jadranbrod, Zagreb",0,1,0,0,0,0,0,10,,
"Hrvatska elektroprivreda, Zagreb",2,0,0,0,0,0,0,4,,
"Hrvatska energetska regulatorna agencija, Zagreb",0,0,1,0,0,0,0,12,1,305 dana
"Hrvatska gospodarska komora, Zagreb",0,0,3,0,0,0,0,12,1,277 dana
"Hrvatska javnobilježnička komora, Zagreb",0,0,0,0,0,0,0,,1,207 dana
Hrvatska knjižnica i čitaonica Đuro Sudeta Garešnica,0,0,0,0,0,0,0,,1,31 dana
"Hrvatska komora arhitekata, Zagreb",0,0,0,0,0,0,0,,1,207 dana
"Hrvatska komora fizioterapeuta, Zagreb",0,0,0,0,0,0,0,,1,207 dana
"Hrvatska komora inženjera elektrotehnike, Zagreb",0,0,0,0,0,0,0,,1,206 dana
"Hrvatska komora inženjera građevinarstva, Zagreb",0,0,0,0,0,0,0,,1,206 dana
"Hrvatska komora inženjera strojarstva, Zagreb",0,0,0,0,0,0,0,,1,206 dana
"Hrvatska komora inženjera tehnologije prometa i transporta, Zagreb",0,0,0,0,0,0,0,,1,206 dana
"Hrvatska komora inženjera šumarstva i drvne tehnologije, Zagreb",0,0,0,0,0,0,1,62,,
"Hrvatska komora ovlaštenih inženjera geodezije, Zagreb",0,0,0,0,0,0,0,,1,206 dana
"Hrvatska komora poreznih savjetnika, Zagreb",0,0,0,0,0,0,0,,1,206 dana
"Hrvatska komora primalja, Zagreb",1,0,0,0,0,0,0,5,,
"Hrvatska liječnička komora, Zagreb",0,0,0,0,0,0,0,,1,206 dana
"Hrvatska narodna banka, Zagreb",0,0,0,1,0,0,0,18,,
"Hrvatska obrtnička komora, Zagreb",0,0,0,0,0,0,1,77,,
"Hrvatska poljoprivredna agencija, Križevci",0,0,0,0,0,0,0,,2,231 dana
"Hrvatska pošta, Zagreb",0,1,1,0,0,1,1,34,1,2 dana
"Hrvatska radiotelevizija, Zagreb",0,1,1,0,0,0,0,9.5,2,126 dana
"Hrvatska regulatorna agencija za mrežne djelatnosti, Zagreb",0,0,0,0,1,0,0,36,1,227 dana
"Hrvatska turistička zajednica, Zagreb",0,0,2,0,0,0,0,13,,
"Hrvatske vode, Zagreb",2,1,1,0,0,1,0,8,1,72 dana
"Hrvatske šume, Zagreb",0,1,0,1,0,0,0,12,2,311 dana
"Hrvatski centar za poljoprivredu, hranu i selo, Zagreb",0,0,0,0,0,0,0,,1,129 dana
"Hrvatski sabor, Zagreb",0,2,0,0,0,0,0,7.5,,
"Hrvatski zavod za javno zdravstvo, Zagreb",0,0,0,0,0,0,0,,1,161 dana
"Hrvatski zavod za zapošljavanje, Zagreb",0,0,0,0,2,0,0,32,1,271 dana
"Hrvatski zavod za zdravstveno osiguranje, Zagreb",0,0,0,0,1,0,0,23,,
"HŽ Putnički prijevoz, Zagreb",0,0,0,0,0,0,0,,1,97 dana
"Institut za medicinska istraživanja i medicinu rada, Zagreb",1,0,0,0,0,0,0,3,,
"Istarska županija, Pazin",0,0,0,0,0,0,0,,2,74 dana
Javna ustanova RERA S.D. za koordinaciju i razvoj Splitsko-dalmatinske županije,0,0,0,0,0,0,0,,1,7 dana
"Javna ustanova za upravljanje zaštićenim dijelovima prirode na području Splitsko-dalmatinske županije More i krš, Split",0,0,0,0,0,0,0,,2,22 dana
Klinički bolnički centar Osijek,0,1,1,0,0,1,0,11,,
"Komunalac, Bjelovar",0,1,0,0,0,0,0,10,,
"Komunalac, Korenica",0,0,1,0,0,0,0,11,,
"Komunalac, Vukovar",0,0,1,0,0,0,0,11,1,301 dana
"Komunalac, Županja",0,2,0,0,0,0,0,9,,
"Komunalno poduzeće, Križevci",0,1,0,0,0,0,0,10,,
"Ministarstvo državne imovine, Zagreb",1,0,0,0,0,0,1,134.5,1,18 dana
"Ministarstvo financija, Zagreb",0,1,4,0,0,0,0,11,3,22 dana
"Ministarstvo gospodarstva, poduzetništva i obrta, Zagreb",1,0,2,0,2,1,4,39.5,3,272 dana
"Ministarstvo graditeljstva i prostornoga uređenja, Zagreb",4,5,2,0,0,0,0,6,2,189 dana
"Ministarstvo hrvatskih branitelja, Zagreb",0,1,2,0,0,0,0,11,,
"Ministarstvo kulture, Zagreb",0,1,2,0,1,0,0,11,,
"Ministarstvo poljoprivrede, Zagreb",1,4,3,3,0,0,1,11,5,231 dana
"Ministarstvo pravosuđa, Zagreb",1,0,2,1,1,0,0,13,2,258 dana
"Ministarstvo rada i mirovinskoga sustava, Zagreb",0,1,0,1,0,1,0,20,2,53 dana
"Ministarstvo regionalnoga razvoja i fondova Europske unije, Zagreb",0,0,0,0,0,0,0,,7,223 dana
"Ministarstvo turizma, Zagreb",0,0,2,0,0,0,0,12,2,155 dana
"Ministarstvo unutarnjih poslova, Zagreb",4,1,1,0,2,0,0,6.5,1,23 dana
"Ministarstvo uprave, Zagreb",1,0,1,0,2,0,0,17.5,1,12 dana
"Ministarstvo vanjskih i europskih poslova, Zagreb",0,0,1,0,0,0,0,12,4,242 dana
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku, Zagreb",0,1,0,0,0,0,0,8,3,263 dana
"Ministarstvo zaštite okoliša i energetike, Zagreb",2,2,2,3,1,0,0,14,3,290 dana
"Ministarstvo zdravstva, Zagreb",0,0,0,0,0,0,0,,6,272 dana
"Ministarstvo znanosti i obrazovanja, Zagreb",0,0,9,0,2,0,2,13,3,131 dana
"Muzej hrvatskih arheoloških spomenika, Split",0,0,0,0,0,0,0,,1,16 dana
"Narodne novine, Zagreb",1,1,0,0,0,0,0,4.5,2,290 dana
Nastavni zavod za javno zdravstvo Dr. Andrija Štampar,0,1,0,0,0,0,0,10,,
"Natura Histrica, Pula",0,1,0,0,0,0,0,8,1,26 dana
Nautički centar Komiža,0,0,0,0,0,0,0,,4,36 dana
"Našička razvojna agencija NARA, Našice",0,0,0,0,0,0,0,,1,43 dana
Općina Andrijaševci,0,1,0,0,0,0,0,9,1,291 dana
Općina Babina Greda,6,0,0,0,0,0,0,2,,
Općina Bilje,0,0,0,0,0,0,0,,1,288 dana
Općina Bogdanovci,2,1,0,0,0,0,0,2,,
Općina Borovo,3,1,1,0,0,0,0,2,,
Općina Bošnjaci,0,0,0,0,0,0,0,,5,313 dana
Općina Cerna,5,0,0,0,0,0,0,1,1,291 dana
Općina Cestica,0,0,1,0,0,0,0,11,,
Općina Draž,0,0,0,0,0,0,0,,1,288 dana
Općina Drenovci,0,1,1,0,0,0,0,11,4,311 dana
Općina Dvor,0,2,0,0,0,0,0,7,,
Općina Ernestinovo,0,1,0,0,0,0,0,10,,
Općina Gradište,0,4,1,0,0,0,0,9,,
Općina Gundinci,0,0,0,0,0,0,0,,1,311 dana
Općina Gunja,1,1,0,0,0,0,0,6,4,301 dana
Općina Ivankovo,0,3,1,0,0,0,0,10,,
Općina Jarmina,1,1,1,0,0,0,0,10,,
Općina Kneževi Vinogradi,0,1,0,0,0,0,0,10,,
Općina Kolan,0,0,0,1,0,0,0,18,,
Općina Lovas,2,1,0,0,0,0,0,5,1,291 dana
Općina Markušica,1,2,0,0,0,0,0,7,3,301 dana
Općina Matulji,0,0,0,0,0,0,1,122,,
Općina Negoslavci,2,1,1,0,0,0,0,6,,
Općina Nijemci,0,3,0,0,1,0,0,8,1,291 dana
Općina Nuštar,1,1,1,0,0,0,0,9,1,291 dana
"Općina Privlaka, Privlaka (Vukovarsko-srijemska županija)",0,2,1,0,0,0,0,6,,
Općina Stari Jankovci,1,0,2,0,0,0,0,13,,
Općina Stari Mikanovci,0,0,0,0,0,0,0,,2,313 dana
Općina Strahoninec,0,0,1,0,0,0,1,49.5,1,12 dana
Općina Sveti Ilija,1,0,0,0,0,0,0,4,,
Općina Sveti Martin na Muri,0,0,1,0,0,0,0,11,,
Općina Tompojevci,5,0,0,0,0,0,0,5,,
Općina Tordinci,0,0,0,0,0,0,0,,4,313 dana
Općina Tovarnik,0,1,0,0,1,0,0,15.5,1,311 dana
Općina Trpinja,0,0,0,0,0,0,0,,1,313 dana
Općina Vođinci,0,0,0,0,0,0,0,,3,313 dana
Općina Vrbanja,3,1,2,0,0,0,0,7,,
Općina Vrhovine,0,2,3,0,1,0,2,12.5,,
Općina Štitar,2,2,1,0,0,0,0,10,,
Općinski građanski sud u Zagrebu,0,0,0,0,0,0,0,,1,31 dana
Općinski kazneni sud u Zagrebu,0,0,1,0,0,0,0,11,,
Općinski radni sud u Zagrebu,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Belom Manastiru,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Benkovcu,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Bjelovaru,0,1,0,0,0,0,0,7,,
Općinski sud u Bujama,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Crikvenici,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Daruvaru,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Delnicama,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Dubrovniku,0,0,0,0,1,0,0,21,,
Općinski sud u Glini,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Gospiću,0,0,1,0,0,0,0,15,,
Općinski sud u Hrvatskoj Kostajnici,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Imotskom,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Ivanić-Gradu,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Jastrebarskom,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Karlovcu,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Kninu,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Koprivnici,1,0,0,0,0,0,0,4,,
Općinski sud u Korčuli,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Krapini,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Križevcima,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Krku,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Kutini,0,1,0,0,0,0,0,10,,
Općinski sud u Labinu,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Makarskoj,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Malom Lošinju,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Metkoviću,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Našicama,0,1,0,0,0,0,0,7,,
Općinski sud u Novoj Gradiški,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Novom Zagrebu,0,0,0,0,1,0,0,21,,
Općinski sud u Ogulinu,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Opatiji,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Osijeku,0,0,0,1,0,0,0,19,,
Općinski sud u Pagu,1,0,0,0,0,0,0,2,,
Općinski sud u Pazinu,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Poreču,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Požegi,1,0,0,0,0,0,0,3,,
Općinski sud u Puli-Pola,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Rabu,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Rijeci,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Rovinju,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Samoboru,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Sesvetama,0,1,0,0,0,0,0,8,,
Općinski sud u Sinju,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Sisku,0,1,0,0,0,0,0,8,,
Općinski sud u Slatini,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Slavonskom Brodu,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Splitu,0,0,1,0,0,0,0,12,,
Općinski sud u Starom Gradu,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Supetru,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Trogiru,0,0,1,0,0,0,0,12,,
Općinski sud u Valpovu,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Varaždinu,0,1,0,0,0,0,0,7,,
Općinski sud u Velikoj Gorici,0,1,0,0,0,0,0,9,,
Općinski sud u Vinkovcima,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Virovitici,1,0,0,0,0,0,0,5,,
Općinski sud u Vrbovcu,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Vukovaru,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Zaboku,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Zadru,0,0,0,0,1,0,0,22,,
Općinski sud u Zaprešiću,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Zlataru,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Čakovcu,0,0,0,0,0,0,0,,1,31 dana
Općinski sud u Đakovu,0,1,0,0,0,0,0,7,,
Općinski sud u Šibeniku,0,0,1,0,0,0,0,13,,
Općinski sud u Županji,0,1,0,0,0,0,0,8,,
"Osječko-baranjska županija, Osijek",1,0,0,0,0,0,0,3,,
"Osnovna škola Jordanovac, Zagreb",0,0,0,0,0,0,0,,1,65 dana
"Osnovna škola don Lovre Katića, Solin",1,1,0,0,0,0,0,5.5,,
"Plinacro, Zagreb",0,1,0,0,0,0,0,8,,
"Plinara Istočne Slavonije, Vinkovci",0,1,0,0,0,0,0,10,,
Ponikve eko otok Krk,0,0,0,0,0,0,0,,1,77 dana
"Ponikve voda, Krk",0,0,0,0,0,0,0,,1,225 dana
"Porezna uprava, Ministarstvo financija, Zagreb",0,0,0,0,1,0,0,32,1,249 dana
"Povjerenik za informiranje, Zagreb",0,0,0,0,0,0,3,103,1,3 dana
"Povjerenstvo za odlučivanje o sukobu interesa, Zagreb",0,0,0,0,0,0,0,,1,90 dana
Predsjednica Republike Hrvatske,0,0,0,1,0,0,0,19,,
Prekršajni sud u Belom Manastiru,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Bjelovaru,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Blatu,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Crikvenici,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Daruvaru,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Delnicama,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Dubrovniku,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Gospiću,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Hvaru,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Imotskom,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Ivanić Gradu,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Karlovcu,0,0,1,0,0,0,0,11,,
Prekršajni sud u Kninu,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Koprivnici,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Korčuli,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Krapini,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Križevcima,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Krku,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Kutini,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Lastovu,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Makarskoj,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Malom Lošinju,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Metkoviću,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Našicama,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Novoj Gradišci,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Novom Zagrebu,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Opatiji,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Osijeku,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Pagu,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Pazinu,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Poreču-Parenzo,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Požegi,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Puli-Pola,0,0,1,0,0,0,0,11,,
Prekršajni sud u Rabu,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Rijeci,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Rovinju-Rovigno,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Samoboru,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Senju,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Sesvetama,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Sinju,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Sisku,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Slavonskom Brodu,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Splitu,0,1,0,0,0,0,0,6,,
Prekršajni sud u Starom Gradu,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Supetru,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Umagu,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Valpovu,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Varaždinu,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Velikoj Gorici,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Vinkovcima,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Virovitici,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Visu,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Vrbovcu,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Vukovaru,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Zaboku,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Zadru,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Zagrebu,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Zaprešiću,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Zlataru,1,0,0,0,0,0,0,5,,
Prekršajni sud u Čakovcu,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Đakovu,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Šibeniku,0,0,0,0,0,0,0,,1,31 dana
Prekršajni sud u Županji,0,0,0,0,0,0,0,,1,31 dana
"Primorsko-goranska županija, Rijeka",0,0,0,0,0,0,0,,1,72 dana
"Promet, Split",1,0,0,0,0,0,0,3,,
"Pula parking, Pula",0,1,0,0,0,0,0,9,1,93 dana
"Pučki pravobranitelj, Zagreb",0,0,0,0,0,0,1,306,,
"Regionalna razvojna agencija Slavonije i Baranje, Osijek",0,0,0,0,0,0,0,,1,49 dana
Splitsko-dalmatinska županija,0,0,0,0,0,0,0,,1,18 dana
"Središnja agencija za financiranje i ugovaranje programa i projekata Europske unije, Zagreb",0,0,0,0,0,0,1,80,1,22 dana
Središnji državni ured za obnovu i stambeno zbrinjavanje,0,1,0,0,0,0,0,9,,
"Središnji državni ured za šport, Zagreb",0,0,0,0,0,0,0,,1,180 dana
"Sveučilište Josipa Jurja Strossmayera u Osijeku, Ekonomski fakultet u Osijeku",0,0,1,0,0,0,0,11,,
"Sveučilište Josipa Jurja Strossmayera u Osijeku, Medicinski fakultet",0,0,0,0,0,0,0,,1,306 dana
"Sveučilište Josipa Jurja Strossmayera u Osijeku, Pravni fakultet Osijek",1,0,0,0,0,0,0,3,,
"Sveučilište u Rijeci, Pravni fakultet",1,0,0,0,0,0,0,1,,
"Sveučilište u Splitu, Pravni fakultet",0,1,0,0,0,0,0,6,1,23 dana
Sveučilište u Zagrebu,0,0,0,0,0,0,0,,1,163 dana
"Sveučilište u Zagrebu, Fakultet elektrotehnike i računarstva",1,1,0,0,0,0,0,6.5,1,87 dana
"Sveučilište u Zagrebu, Pravni fakultet",0,0,0,0,0,0,0,,1,23 dana
"Sveučilište u Zagrebu, Prirodoslovno-matematički fakultet",0,1,0,0,0,0,0,7,,
Trgovački sud u Bjelovaru,0,0,0,0,0,0,0,,1,31 dana
Trgovački sud u Osijeku,0,0,0,0,0,0,0,,1,31 dana
Trgovački sud u Pazinu,0,0,0,0,0,0,0,,1,31 dana
Trgovački sud u Rijeci,0,0,0,0,0,0,0,,1,31 dana
Trgovački sud u Splitu,0,0,0,0,0,0,0,,1,31 dana
Trgovački sud u Varaždinu,0,0,0,0,0,0,0,,1,31 dana
Trgovački sud u Zadru,1,0,0,0,0,0,0,4,,
Trgovački sud u Zagrebu,0,0,0,0,0,0,0,,1,31 dana
Turistička zajednica Grada Komiže,0,0,0,0,0,0,0,,1,22 dana
Turistička zajednica Grada Samobora,0,0,0,0,0,0,0,,1,82 dana
"Turistička zajednica Krapinsko-zagorske županije, Krapina",0,0,0,1,0,0,0,17,,
"Turistička zajednica Varaždinske županije, Varaždin",1,0,0,0,0,0,0,1,,
"Ukop, Osijek",0,0,1,0,0,0,0,11,,
"Uljanik TESU, Pula",0,0,0,0,0,0,0,,1,176 dana
"Univerzal, Đakovo",0,0,0,0,1,0,0,27,,
"Uprava za ceste Osječko-baranjske županije, Osijek",1,0,0,0,0,0,0,2,,
Upravni sud u Osijeku,0,0,0,0,0,0,0,,1,31 dana
Upravni sud u Rijeci,0,0,0,0,0,0,0,,1,31 dana
Upravni sud u Splitu,0,0,0,0,0,0,0,,1,31 dana
Upravni sud u Zagrebu,0,0,0,0,0,0,0,,1,31 dana
"Ustavni sud Republike Hrvatske, Zagreb",1,1,0,0,0,0,0,6.5,,
"VG Komunalac, Velika Gorica",1,0,0,0,0,0,0,3,,
Varaždinska županija,0,0,0,0,0,0,1,196,,
"Vinkovački vodovod i kanalizacija, Vinkovci",0,3,0,0,0,0,0,9,1,314 dana
"Visoka škola za odnose s javnošću i studij medija Kairos, Zagreb",0,0,0,0,0,0,0,,1,31 dana
