"url","Ulica","Povrsina","Vrsta","Korisnik","Nacin koristenja","Djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=144.%20BRIGADE%20HRVATSKE%20VOJSKE%200002","144. BRIGADE HRVATSKE VOJSKE 0002","244,04","poslovni prostor","Krajnik samoposlužni aparati d.o.o.","ugovor o zakupu","veleprodaja, distribucija i maloprodaja LED rasvjete - žarulja, panela, tube, reflektora, vanjske rasvjete, traka itd."
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=144.%20BRIGADE%20HRVATSKE%20VOJSKE%200006","144. BRIGADE HRVATSKE VOJSKE 0006","85,94","stan","HRVATSKO UDRUŽENJE ZA CROHNOVU BOLEST I ULCELOZNI KOLITIS","ugovor o korištenju","za potrebe redovnih aktivnosti udruge, radno terapijske radionice, druženja, realizaciju projektnih aktivnosti, smještaj roditelja djece koja se liječe u zagrebačkim bolnicama te smještaj teže oboljelih osoba koje na liječenje dolaze u Zagreb"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ADAMIČEVA%200001","ADAMIČEVA 0001","119,00","poslovni prostor","BAHUN D.O.O. / GARBINADA D.O.O.","ugovor o zakupu","prodaja i veleprodaja i zastupanje tvrtki"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ADAMIČEVA%200001","ADAMIČEVA 0001","173,71","poslovni prostor","PETIR IRENA","ugovor o zakupu","automehaničarska djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ADAMIČEVA%200001","ADAMIČEVA 0001","122,00","poslovni prostor","GREGUREK ZLATKO / STROJNA OBRADA GREGUREK d.o.o.","ugovor o zakupu","kovinotokarske djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ADAMIČEVA%200001","ADAMIČEVA 0001","49,40","poslovni prostor","PRVA TRGOVINA d.o.o.","ugovor o zakupu","vulkanizerske djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ADAMIČEVA%200001","ADAMIČEVA 0001","60,79","poslovni prostor","LMG FORTIS KONCEPT d.o.o.","ugovor o zakupu","pripremanja hrane i pružanja usluga prehrane, pripremanja i usluživanje pića i napitaka, pripremanja hrane za potrošnju na drugim mjestima sa ili bez usluživanja"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ADAMIČEVA%200001","ADAMIČEVA 0001","63,07","poslovni prostor","PRVA TRGOVINA d.o.o. / KOTAČIĆ j.d.o.o.","ugovor o zakupu","prodaje automobilskih guma za osobna i teretna vozila najpoznatijih svjetskih proizvođača guma Michelin, Goodyear, Sava, Bridgestone, Continental kao i strojeva, zračnih alata za servis i aluminijskih naplataka"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ADAMIČEVA%200001","ADAMIČEVA 0001","63,44","poslovni prostor","BUJAN ANTONIO","ugovor o zakupu","automehaničarske"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ADAMIČEVA%200001","ADAMIČEVA 0001","63,44","poslovni prostor","KOVAČEVIĆ NIKOLA / RUBOR d.o.o.","ugovor o zakupu","autoelektričarske"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALBINIJEVA%200002","ALBINIJEVA 0002","40,00","sklonište","GLAZBENA GRUPA XV","ugovor o privremenom korištenju","za potrebe rada udruge"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALBINIJEVA%200004","ALBINIJEVA 0004","79,36","poslovni prostor","LESAR ŽELJKO","ugovor o privremenom korištenju","potrebe ateljea"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALBINIJEVA%200006","ALBINIJEVA 0006","21,38","poslovni prostor","VULKANIZER ZLATKO D.O.O.","ugovor o zakupu","vulkanizerske djelatnosti montaža i demontaža auto guma, balansiranje auto guma, vulkanizacja auto guma, popravak zračnica, postava guma na auto"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALBINIJEVA%200010","ALBINIJEVA 0010","77,97","poslovni prostor","HANŽEK MARIJO","ugovor o zakupu","servisiranje kompletne proizvodne palete audio, video i TV uređaja Grunding"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20ANTUNA%20AUGUSTINČIĆA%200014","ALEJA ANTUNA AUGUSTINČIĆA 0014","105,41","poslovni prostor","DJEVELJEKAJ SIMON","ugovor o zakupu","pekarske"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20ANTUNA%20AUGUSTINČIĆA%200014","ALEJA ANTUNA AUGUSTINČIĆA 0014","39,00","poslovni prostor","LEBAROVIĆ DALIBOR","ugovor o zakupu","urarske"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20BLAŽA%20JURIŠIĆA%200009","ALEJA BLAŽA JURIŠIĆA 0009","18,00","poslovni prostor","DJEČJI VRTIĆ ""DJEČJA IGRA""","ugovor o zakupu","dječji vrtić"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20BLAŽA%20JURIŠIĆA%200009","ALEJA BLAŽA JURIŠIĆA 0009","285,19","poslovni prostor","DJEČJI VRTIĆ ""DJEČJA IGRA""","ugovor o zakupu","dječji vrtić"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20LIPA%200001/A","ALEJA LIPA 0001/A","19,61","garaža","KARLO ŠTEFANAC","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20LIPA%200001/A","ALEJA LIPA 0001/A","16,30","garaža","KARLO ŠTEFANAC","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20LIPA%200001/B","ALEJA LIPA 0001/B","15,64","garaža","KARLO ŠTEFANAC","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20LIPA%200001/B","ALEJA LIPA 0001/B","25,11","garaža","KOZLINA","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20LIPA%200001/B","ALEJA LIPA 0001/B","314,00","poslovni prostor","Dječji vrtić Medo Brundo","u korištenju ustanove u vlasništvu Grada",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20LIPA%200001/B","ALEJA LIPA 0001/B","20,78","garaža","AKMADŽIĆ NENAD","ugovor o zakupu","smještaj vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20LIPA%200001/C","ALEJA LIPA 0001/C","20,67","garaža","MATEJ ŠMIT","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20LIPA%200001/C","ALEJA LIPA 0001/C","19,61","garaža","STIPE KULAŠ","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20LIPA%200001/D","ALEJA LIPA 0001/D","22,53","garaža","DAMIR MEĐEŠI","ugovor o zakupu","smještaj osobnog vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20LIPA%200001/E","ALEJA LIPA 0001/E","27,80","poslovni prostor","SEDMO SUNCE D.O.O. / SALUSVITA JDOO","ugovor o zakupu","frizerski salon za žene i muškarce"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20LIPA%200001/F","ALEJA LIPA 0001/F","210,26","poslovni prostor","POLIKLINIKA BULJUBAŠIĆ DOO","ugovor o zakupu","djelatnost iz grana kirurgije /abdominalna, vaskularna, traumatologija i plastična kirurgija/, interne medicine /kardilologija, reumatologija, endokrinologija, pulmologija, gastroenterologija/, ortopedije i fizikalne medicine"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20LIPA%200001/F","ALEJA LIPA 0001/F","17,12","garaža","HERCEZI MARTINA","ugovor o zakupu","smještaj vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20LIPA%200001/G","ALEJA LIPA 0001/G","14,57","garaža","MLADEN RUSAN","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20LIPA%200001/H","ALEJA LIPA 0001/H","19,61","garaža","MLADEN GLUMAC","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20LIPA%200001/H","ALEJA LIPA 0001/H","166,47","poslovni prostor","ZAVOD ZA JAVNO ZDRAVSTVO GRADA ZAGREBA","upravljanje i korištenje","za potrebe ordinacije školske medicine i savjetovališta za mlade"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20LIPA%200001/H","ALEJA LIPA 0001/H","89,25","poslovni prostor","LOTESA D.O.O.","ugovor o zakupu","uredska djelatnost - računovodstvene, knjigovodstvene i revizijske djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20LIPA%200001/H","ALEJA LIPA 0001/H","12,37","garaža","DAMIR VIŠIĆ","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20TIŠINE%200026","ALEJA TIŠINE 0026","13,95","poslovni prostor","MAVRIN MILKA","ugovor o zakupu","cvjećarstva i svjećarstva"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20TIŠINE%200026","ALEJA TIŠINE 0026","13,95","poslovni prostor","MAVRIN RENATO","ugovor o zakupu","trgovine cvijećem i svijećama"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20TIŠINE%200026","ALEJA TIŠINE 0026","14,20","poslovni prostor","MAVRIN RENATO / ORHIDEJA CVJEĆARSTVO JDOO","ugovor o zakupu","trgovačke djelatnosti prodaje cvijeća i cvjećarsko aranžerskih usluga"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20TIŠINE%200026","ALEJA TIŠINE 0026","13,95","poslovni prostor","ŠIMIĆ VERA","ugovor o zakupu","trgovačka djelatnost cvijećem i svijećama"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20TIŠINE%200028","ALEJA TIŠINE 0028","19,40","poslovni prostor","VANJOREK MATEA / VANJOREK j.d.o.o.","ugovor o zakupu","trgovina na malo cvijećem"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20TIŠINE%200030","ALEJA TIŠINE 0030","13,95","poslovni prostor","KOLARIĆ DAMIR","ugovor o zakupu","cvjećarsko aranžerskih usluga"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20TIŠINE%200030","ALEJA TIŠINE 0030","13,95","poslovni prostor","MAVRIN IVAN","ugovor o zakupu","cvjećarske i cvjećarsko-aranžerske djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20TIŠINE%200030","ALEJA TIŠINE 0030","14,20","poslovni prostor","MAVRIN IVAN","ugovor o zakupu","trgovina cvijeća i svijeća"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20TIŠINE%200030","ALEJA TIŠINE 0030","13,95","poslovni prostor","VANJOREK MATEA / VANJOREK j.d.o.o.","ugovor o zakupu","trgovina cvijećem i svijećama"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20TIŠINE%200030","ALEJA TIŠINE 0030","15,50","poslovni prostor","VANJOREK MATEA / VANJOREK j.d.o.o.","ugovor o zakupu","trgovina cvijećem i svijećama"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20TIŠINE%200034","ALEJA TIŠINE 0034","13,95","poslovni prostor","TIVADAR DAMIR","ugovor o zakupu","cvjećarsko-svjećarska djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20TIŠINE%200034","ALEJA TIŠINE 0034","13,51","poslovni prostor","IVANA HALIĆ","ugovor o zakupu","trgovina na malo cvijećem, svijećama i voštanicama"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ALEJA%20TIŠINE%200034","ALEJA TIŠINE 0034","13,95","poslovni prostor","KOLARIĆ DAMIR","ugovor o zakupu","obavljanje trgovačke djelatnosti cvijećem i svijećama"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANDRIJE%20HEBRANGA%200005","ANDRIJE HEBRANGA 0005","102,53","poslovni prostor","BLOK UMIROVLJENICI ZAJEDNO, GRADSKA ORGANIZACIJA GRAD ZAGREB","ugovor o privremenom korištenju","djelovanje političke stranke"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANDRIJE%20HEBRANGA%200005","ANDRIJE HEBRANGA 0005","29,24","poslovni prostor","TEA FRANIĆ","ugovor o zakupu","posredničke i uslužne djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANDRIJE%20HEBRANGA%200005/1","ANDRIJE HEBRANGA 0005/1","51,64","poslovni prostor","DEVČIĆ BORIS","ugovor o zakupu","obrtničke usluge - limarska, vodovodne instalacije, centralno grijanje, ventilacija i klimatizacija"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANDRIJE%20HEBRANGA%200009","ANDRIJE HEBRANGA 0009","269,00","poslovni prostor","16 MILJA DOO","ugovor o zakupu","hostel"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANDRIJE%20HEBRANGA%200015","ANDRIJE HEBRANGA 0015","23,00","poslovni prostor","KORASIĆ SINIŠA","ugovor o zakupu","fotokopiranje"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANDRIJE%20HEBRANGA%200025","ANDRIJE HEBRANGA 0025","10,00","garaža","BIČANIĆ DR SONJA","ugovor o zakupu","smještaj automobila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANDRIJE%20HEBRANGA%200025","ANDRIJE HEBRANGA 0025","10,75","garaža","KARLO BLAGUŠ","ugovor o zakupu","Smještaj automobila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANDRIJE%20HEBRANGA%200025","ANDRIJE HEBRANGA 0025","10,75","garaža","RADUKA VLADIMIR","ugovor o zakupu","smještaj automobila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTONA%20DOLENCA%200002","ANTONA DOLENCA 0002","18,97","garaža","HAJSOK MARIO","ugovor o zakupu","smještaj automobila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTONA%20DOLENCA%200002","ANTONA DOLENCA 0002","19,57","garaža","HAJSOK DRAŽEN","ugovor o zakupu","smještaj vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTONA%20DOLENCA%200004","ANTONA DOLENCA 0004","19,57","garaža","ČAVIĆ AUMILLER ŠTEFANIJA","ugovor o zakupu","smještaj osobnog vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTONA%20DOLENCA%200004","ANTONA DOLENCA 0004","19,08","garaža","DAVOR ANTOLKOVIĆ","ugovor o zakupu","smještaj osobnog vozila."
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTONA%20DOLENCA%200006","ANTONA DOLENCA 0006","20,00","garaža","NAHOD BRUNO","ugovor o zakupu","smještaj vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTONA%20DOLENCA%200006","ANTONA DOLENCA 0006","19,00","garaža","POPOVIĆ SLOBODAN","ugovor o zakupu","smještaj osobnog vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTONA%20DOLENCA%200008","ANTONA DOLENCA 0008","19,57","garaža","ORMUŽ KRUNOSLAV","ugovor o zakupu","smještaj osobnog vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTONA%20DOLENCA%200010","ANTONA DOLENCA 0010","19,00","garaža","ŠTRKALJ VJEKOSLAV","ugovor o zakupu","smještaj automobila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTONA%20DOLENCA%200012","ANTONA DOLENCA 0012","18,97","garaža","BJEGOVIĆ MANDA","ugovor o zakupu","smještaj osobnog vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTONA%20DOLENCA%200012","ANTONA DOLENCA 0012","20,00","garaža","BOLANČA GABRIJEL","ugovor o zakupu","smještaj osobnog vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTONA%20DOLENCA%200014","ANTONA DOLENCA 0014","19,00","garaža","MATKOVIĆ TOMISLAV","ugovor o zakupu","smještaj vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTONA%20DOLENCA%200014","ANTONA DOLENCA 0014","18,97","garaža","HAMAR DALIBOR","ugovor o zakupu","smještaj osobnog vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTONA%20DOLENCA%200016","ANTONA DOLENCA 0016","20,00","garaža","MARŠANIĆ ERAZMO","ugovor o zakupu","smještaj automobila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTONA%20DOLENCA%200016","ANTONA DOLENCA 0016","18,97","garaža","ROBIĆ OLIVERA","ugovor o zakupu","smještaj automobila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTUNA%20BAUERA%200003","ANTUNA BAUERA 0003","457,19","poslovni prostor","KVADRA d.o.o.","ugovor o zakupu","djelatnost prodaje namještaja: sjedećih garnitura, zidnih kompozicija, ormarića, stolića, rasvjetnih tijela i srodnih proizvoda za opremanje stambneih i poslovnih prostora"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTUNA%20BAUERA%200007","ANTUNA BAUERA 0007","39,00","poslovni prostor","IVA VUKELIĆ","ugovor o zakupu","frizerska djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTUNA%20BAUERA%200007","ANTUNA BAUERA 0007","30,00","poslovni prostor","NAILS BY TANJA J.D.O.O.","ugovor o zakupu","pedikerski salon (pedikura - protetika, spa program, manikura, trajni lak)"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTUNA%20BAUERA%200007","ANTUNA BAUERA 0007","19,00","poslovni prostor","PLATUŽIĆ MIRJANA","ugovor o zakupu","uredska djelatnost i prezemtacija proizvoda iz vlastite proizvodnje"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTUNA%20BAUERA%200007","ANTUNA BAUERA 0007","16,00","poslovni prostor","SVIJET MEDIJA doo","ugovor o zakupu","trgovina i servis"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTUNA%20BAUERA%200014","ANTUNA BAUERA 0014","65,78","poslovni prostor","VALENTINA BARTOLIĆ","ugovor o zakupu","kozmetički salon"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTUNA%20BAUERA%200016","ANTUNA BAUERA 0016","60,00","poslovni prostor","VERA PEĆANIĆ I DR.","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTUNA%20BAUERA%200019%20DV","ANTUNA BAUERA 0019 DV","86,00","poslovni prostor","ZAGREBAČKO DIJABETIČKO DRUŠTVO","ugovor o korištenju","za medicinska predavanja, individualno savjetovanje s doktorom, medicinskom sestrom, nutricionistom i psihologom, rekreativno vježbanje uz stručan nadzor fizioterapeuta, radionice pravilne prehrane i kuhanja"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTUNA%20ŠOLJANA%200031","ANTUNA ŠOLJANA 0031","101,07","stan","UDRUGA ZA PSIHOSOCIJALNU POMOĆ ""SUSRET""","ugovor o korištenju","potrebe projekta podupiranja stanovanja uz podršku za odrasle osobe s psihičkim/mentalnim oštećenjima."
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTUNA%20ŠTRBANA%200012","ANTUNA ŠTRBANA 0012","67,72","poslovni prostor","ĐEREK ZDRAVKO","ugovor o zakupu","atelje"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTUNA%20ŠTRBANA%200012","ANTUNA ŠTRBANA 0012","74,48","poslovni prostor","BARIŠIĆ NELLA","ugovor o zakupu","atelje"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTUNA%20ŠTRBANA%200014","ANTUNA ŠTRBANA 0014","75,63","poslovni prostor","GORDANA DRINKOVIĆ / VITAR DRINKOVIĆ","ugovor o zakupu","za potrebe ateljea"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTUNA%20ŠTRBANA%200014","ANTUNA ŠTRBANA 0014","69,36","poslovni prostor","HEGEDUŠIĆ JANKOVIĆ NADA","ugovor o zakupu","atelje"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTUNA%20ŠTRBANA%200016","ANTUNA ŠTRBANA 0016","72,45","poslovni prostor","BUNTAK TOMISLAV","ugovor o privremenom korištenju","za potrebe ateljea"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTUNA%20ŠTRBANA%200016","ANTUNA ŠTRBANA 0016","66,47","poslovni prostor","LAPUH ŽELJKO","ugovor o zakupu","atelje"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTUNA%20ŠTRBANA%200018","ANTUNA ŠTRBANA 0018","69,19","poslovni prostor","AIPK-TRGOVINA D.O.O / STILPAK PROMET D.O.O.","ugovor o zakupu","trgovačke djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ANTUNA%20ŠTRBANA%200018","ANTUNA ŠTRBANA 0018","47,69","poslovni prostor","TOMISLAV ŠILIPETAR","ugovor o korištenju","za potrebe ateljea"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ARGENTINSKA%200002","ARGENTINSKA 0002","427,23","poslovni prostor","POLIKLINIKA PROMETNA MEDICINA","ugovor o korištenju","djelatnost Poliklinike"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ARGENTINSKA%200005","ARGENTINSKA 0005","173,38","poslovni prostor","OSNOVNA GLAZBENA ŠKOLA IVANA ZAJCA","ugovor o zakupu","djelatnost glazbene škole"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=AUGUSTA%20CESARCA%200002","AUGUSTA CESARCA 0002","109,90","poslovni prostor","KLUB ZAGREPČANA","sudski i ostali postupci u tijeku-Grad nije u posjedu",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=AUGUSTA%20CILIĆA%200010","AUGUSTA CILIĆA 0010","64,00","poslovni prostor","DOM ZDRAVLJA ZAGREB-ISTOK","upravljanje i korištenje","zdravstvene djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=AUGUSTA%20PROSENIKA%200011","AUGUSTA PROSENIKA 0011","115,81","poslovni prostor","DRUŠTVO NERETVANA I PRIJATELJA NERETVE U ZAGREBU","ugovor o korištenju","pripremu izdavanja Hrvatskog neretvanskog zbornika, namjenska druženja, promocije, suradnju s Udrugom studenata doline Neretve te održavanje sjednica Tijela društva"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=AUGUSTA%20ŠENOE%200049","AUGUSTA ŠENOE 0049","116,90","poslovni prostor","LONIA DD","ugovor o zakupu","Trgovina na malo u nespecijaliziranim prodavaonicama, pretežno hranom, pićima i duhanskim proizvodima"
