"url","Ulica","Povrsina","Vrsta","Korisnik","Nacin koristenja","Djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NEHAJSKA%200042","NEHAJSKA 0042","95,20","poslovni prostor","FAMAX d.o.o.","ugovor o zakupu","izrade svih vrsta specijalnih sjedala i naslona za invalidska kolica, kao i sve potrebne preinake na invalidskim kolicima, preinake na drugim invalidskim pomagalima"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NEHRUOV%20TRG%200016","NEHRUOV TRG 0016","65,00","poslovni prostor","FOLKLORNI ANSAMBL ZAGREB-MARKOVAC","ugovor o korištenju","održavanje proba Ansambla, kao sjedište Ansambla, organiziranje tribina i radionica iz područja tradicijske kulture te organizacija izložbi i ostalih događanja iz područja tradicijske kulture"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NEMETOVA%200002","NEMETOVA 0002","2.567,56","poslovni prostor","POLIKLINIKA AVIVA / USTANOVA ZA ZDRAVSTVENU SKRB NEMETOVA - PRIMA","ugovor o zakupu","zdravstvene djelatnosti tipa poliklinike za medicinsku dijagnostiku"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NIKOLE%20TESLE%200001","NIKOLE TESLE 0001","78,76","poslovni prostor","ADRIA AGENT ZAGREB - POMORSKA AGENCIJA DOO","ugovor o zakupu","predstavništvo pomorske agencije, zastupanje i posredovanje u prometu roba i usluga i turističku djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NIKOLE%20TESLE%200001","NIKOLE TESLE 0001","255,34","poslovni prostor","GRADSKA LJEKARNA ZAGREB","ugovor o zakupu","ljekarna"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NIKOLE%20TESLE%200001","NIKOLE TESLE 0001","166,00","poslovni prostor","HRVATSKA UDRUGA ZA MIRENJE","ugovor o korištenju","postupci mirenja koje provodi Centar za mirenje HUM-a, održavanje osnovnih i naprednih obuka za izmiritelje, predavanja i radionica iz područja srodnih mirenju, suradnju sa srodnim udrugama, javnim tijelima i drugim institucijama za mirenje"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NIKOLE%20TESLE%200001","NIKOLE TESLE 0001","28,36","poslovni prostor","TISAK D.D. / PET-IT-DUO DOO","ugovor o zakupu","uredske"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NIKOLE%20TESLE%200003","NIKOLE TESLE 0003","103,49","poslovni prostor","ARHIKULTURA DOO","ugovor o zakupu","arhitektonsko projektiranje, dizajn, krajobrazno projektiranje"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NIKOLE%20TESLE%200003","NIKOLE TESLE 0003","51,00","poslovni prostor","BREŽNJAK-TRANS DOO","ugovor o zakupu","frizerski salon i salon za uljepšavanje, njega kose i noktiju"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NIKOLE%20TESLE%200005","NIKOLE TESLE 0005","120,66","poslovni prostor","OSTALI SUVLASNICI","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NIKOLE%20TESLE%200005","NIKOLE TESLE 0005","195,59","poslovni prostor","HRVATSKO STENOGRAFSKO DRUŠTVO","ugovor o zakupu","uredska djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NIKOLE%20TESLE%200007","NIKOLE TESLE 0007","100,00","poslovni prostor","PINTAR SLAVKO","ugovor o zakupu","ugostiteljske djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NIKOLE%20TESLE%200013","NIKOLE TESLE 0013","21,00","poslovni prostor","FORMASANA d.o.o","ugovor o zakupu","trgovine na malo, prodaja u nespecijaliziranim prodavaonicama ekskluzivnih kozmetičkih i dermokozmetičkih proizvoda, toaletnih proizvoda i pribora, dodataka prehrani i drugih sl.,"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NIKOLE%20TESLE%200013","NIKOLE TESLE 0013","40,36","poslovni prostor","VELMAR D.O.O.","ugovor o zakupu","trgovačke djelatnosti kozmetičkim i toaletnim priborom, te kožnom galanterijom"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NIKOLE%20TESLE%200013","NIKOLE TESLE 0013","83,78","poslovni prostor","PRAGMA","ugovor o korištenju","socijalne i obrazovne usluge za djecu, mlade, obitelji i stručnjake, osim toga i za edukaciju i istraživanja iz područja djelatnosti udruge"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NIKOLE%20TESLE%200013","NIKOLE TESLE 0013","72,04","poslovni prostor","LUMAR INTERNATIONAL DOO / MASMODA DOO","ugovor o zakupu","trgovačke"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NIKOLE%20TESLE%200013/1","NIKOLE TESLE 0013/1","54,19","poslovni prostor","HRVATSKI PLEMIĆKI ZBOR","ugovor o korištenju","održavanje javnih stručnih predavanja, sastanke plemićkog stola, čuvanje arhivskih materijala te biblioteku"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NIKOLE%20TESLE%200017","NIKOLE TESLE 0017","54,91","poslovni prostor","NAŠA STRELICA DOO / STARI SAT JDOO","ugovor o zakupu","ugostiteljske djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NIKOLE%20TESLE%200017","NIKOLE TESLE 0017","267,69","poslovni prostor","M.M.BOBAN-KORČULA DOO","ugovor o zakupu","ugostiteljstvo"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NODILOVA%200002","NODILOVA 0002","41,00","poslovni prostor","HP - HRVATSKA POŠTA D.D.","ugovor o zakupu","djelatnost poštanskih usluga, posredničkih usluga i ostale trgovine na malo u nespecijaliziranim prodavaonicama."
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20CESTA%200004","NOVA CESTA 0004","89,00","poslovni prostor","CESI - CENTAR ZA EDUKACIJU, SAVJETOVANJE I ISTRAŽIVANJE","ugovor o korištenju","provođenje aktivnosti programa i organiziranje projektnih aktivnosti koje uključuju provedbu istraživanja i analiza, edukaciju, informiranje, psihosocijalnu podršku, ekonomsko osnaživanje, kampanje i izdavaštvo vezano uz promicanje i ostvarenje ravnopravnosti spolova, društvene solidarnosti, ne nasilja, uvažavanja različitosti i zaštite ljudskih prava"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20CESTA%200004","NOVA CESTA 0004","66,00","poslovni prostor","ADOPTA - UDRUGA ZA POTPORU POSVAJANJU","ugovor o korištenju","ADOPTAonicu – stručnu edukaciju za potencijalne posvojitelje, grupe potpore posvojiteljima, informiranje za posvojiteljsku zajednicu, INFOteke, psihološko savjetovanje mladim posvojenim osobama, grupe podrške mladim posvojenim osobama"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20CESTA%200004","NOVA CESTA 0004","134,34","poslovni prostor","USTANOVA ZA OBRAZOVANJE ODRASLIH GALBANUM","ugovor o zakupu","obavljanje djelatnosti obrazovanja odraslih za masera, aromamasera, aromaterapeuta, fitoterapeuta, ayurvedskog masera i terapeuta, refleksoterapeuta, fitoaromaterapeuta, masera limfne drenaže, welness i spa praktičara i proizvođača i prerađivača ljekovitog i aromatičnog bilja"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20CESTA%200004","NOVA CESTA 0004","53,86","poslovni prostor","UDRUGA BOŠNJAKA BRANITELJA DOMOVINSKOG RATA HRVATSKE","ugovor o korištenju","potrebe druženja, održavanje sastanaka i rad udruge"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20CESTA%200004","NOVA CESTA 0004","35,62","poslovni prostor","UDRUGA BOŠNJAKA BRANITELJA DOMOVINSKOG RATA HRVATSKE OGRANAK GRADA ZAGREBA","ugovor o korištenju","za rad udruge i druženje članova udruge."
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20CESTA%200004","NOVA CESTA 0004","86,10","poslovni prostor","VRKLJAN ZLATAN","ugovor o privremenom korištenju","potrebe ateljea"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20CESTA%200004","NOVA CESTA 0004","132,00","poslovni prostor","Ustanova za obrazovanje odraslih ADRIANUS","ugovor o privremenom korištenju","za potrebe rada ustanove"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20CESTA%200035","NOVA CESTA 0035","20,33","poslovni prostor","KUČIŠ IVANA","ugovor o zakupu","frizerska djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20CESTA%200035","NOVA CESTA 0035","20,44","poslovni prostor","UDRUGA NAVIJAČA CIBONE SMOGOVCI","ugovor o privremenom korištenju","potrebe rada udruge"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20CESTA%200037","NOVA CESTA 0037","19,50","poslovni prostor","HRVATSKI TELEKOM D.O.O.","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20CESTA%200042","NOVA CESTA 0042","20,41","poslovni prostor","PRIJE I POSLIJE JDOO","ugovor o zakupu","marketinske usluge, promidžba, reklama i propaganda te računovodstveni poslovi"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20CESTA%200042","NOVA CESTA 0042","14,00","poslovni prostor","PRIJE I POSLIJE JDOO","ugovor o zakupu","frizeraja odnosno salona za uljepšavanje, te njege tijela"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20CESTA%200044","NOVA CESTA 0044","32,00","garaža","ŠURAN BRANKO","ugovor o zakupu","smještaj automobila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20CESTA%200044","NOVA CESTA 0044","36,14","poslovni prostor","IVAN DUŠAN DEKLEVA","sudski i ostali postupci u tijeku-Grad nije u posjedu",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20CESTA%200044","NOVA CESTA 0044","26,70","poslovni prostor","ŠTEFEK DANKO","sudski i ostali postupci u tijeku-Grad nije u posjedu",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20CESTA%200055/1","NOVA CESTA 0055/1","62,37","poslovni prostor","KERIN DARKO","sudski i ostali postupci u tijeku-Grad nije u posjedu",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20CESTA%200073/1","NOVA CESTA 0073/1","399,51","poslovni prostor","HRVATSKI GEOLOŠKI INSTITUT","ugovor o zakupu","skladište i garaža (znanstveno istraživačke djelatnosti u području prirodnih zananosti - geologija i mineralogija u području tehničkih znanosti - geološko inženjerstvo"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20CESTA%200086","NOVA CESTA 0086","290,64","poslovni prostor","UDRUGA INVALIDA RADA ZAGREBA","ugovor o korištenju","pružanje informacija vezanih za osobe s invaliditetom, edukaciju i organizaciju slobodnog vremena osoba s invaliditetom"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20CESTA%200097","NOVA CESTA 0097","15,65","poslovni prostor","JEDIJE D.O.O.","sudski i ostali postupci u tijeku-Grad nije u posjedu",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20VES%200036","NOVA VES 0036","78,00","poslovni prostor","DJEČJI VRTIĆ RAZLIČAK","ugovor o korištenju","za potrebe dječjeg vrtića"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20VES%200036","NOVA VES 0036","74,00","poslovni prostor","DOM ZDRAVLJA ZAGREB - CENTAR","upravljanje i korištenje","zdravstvene djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVA%20VES%200044","NOVA VES 0044","230,60","poslovni prostor","LONIA DD","ugovor o zakupu","trgovine na malo pretežno hranom (uključujući dodatnu obradu hrane, tako da bude primjerena za uporabu-pečenje mesa i polugotovih smrznutih proizvoda, raznih salata) pićem, kozmetičkim i toaletnim proizvodima, sredstvima za čišćenje i pranje u domaćinstvu, igračkama, posuđem, malim el. aparatima za kućanstvo, hranom za kućne ljubimce u originalnom pakiranju, školskim priborom, te raznim ukrasno-uporabnim predmetima"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVI%20GOLJAK%200007/A","NOVI GOLJAK 0007/A","18,20","garažno mjesto","ROPUŠ MARIJANA","ugovor o zakupu","smještaj osobnog automobila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVI%20GOLJAK%200007/A","NOVI GOLJAK 0007/A","18,20","garažno mjesto","DRAŽEN LANČIĆ","ugovor o zakupu","smještaj osobnog automobila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVI%20PETRUŠEVEC%200006","NOVI PETRUŠEVEC 0006","1.898,79","poslovni prostor","HRVATSKI PRIRODOSLOVNI MUZEJ","ugovor o korištenju","za čuvanje cjelokupne muzejske građe"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVI%20VINODOLSKI%2DCRIKVENICA","NOVI VINODOLSKI-CRIKVENICA","0,00","zgrada","VATROGASNA ZAJEDNICA GRADA ZAGREBA","ugovor o korištenju","u svrhu korištenja pripadnika dobrovoljnih vatrogasnih društava zajednice i Vatrogasne mladeži"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=NOVOSELEČKI%20PUT%200181","NOVOSELEČKI PUT 0181","388,85","poslovni prostor","DJEČJI VRTIĆ KOLIBRI","ugovor o korištenju","djelatnost dječjeg vrtića i jaslica"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OBREŠKA%20CESTA%200117","OBREŠKA CESTA 0117","9,90","poslovni prostor","PALČIĆ RENATA","ugovor o zakupu","frizerske djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OBREŠKA%20CESTA%200117","OBREŠKA CESTA 0117","148,80","poslovni prostor","TRGOSTIL DD","ugovor o zakupu","trgovina na malo u nespecijaliziranim prodavaonicama, pretežito hranom, pićima i duhanskim proizvodima"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OBREŠKA%20CESTA%200117","OBREŠKA CESTA 0117","50,00","poslovni prostor","DOM ZDRAVLJA ZAGREB-CENTAR","ugovor o korištenju","za potrebe ordinacije primarne zdravstvene zaštite opće/obiteljske medicine"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ODRANSKA%200002","ODRANSKA 0002","103,50","poslovni prostor","CENTAR ZA PROSTORNO UREĐENJE I ARHITEKTURU doo","ugovor o zakupu","projektni biro"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ODRANSKA%200004","ODRANSKA 0004","19,00","poslovni prostor","ZEC ANTE","sudski i ostali postupci u tijeku-Grad nije u posjedu",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ODRANSKA%200006","ODRANSKA 0006","140,88","poslovni prostor","HRVATSKO-AMERIČKO DRUŠTVO","ugovor o zakupu","dječija igraonica"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ODRANSKA%200082","ODRANSKA 0082","25,00","poslovni prostor","HP - HRVATSKA POŠTA D.D.","ugovor o zakupu","poštanskih usluga, posredničkih usluga i ostale trgovine na malo u nespecijaliziranim prodavaonicama."
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=ORLOVAC%200002","ORLOVAC 0002","1.501,37","zgrada","CENTAR ZA REHABILITACIJU ZAGREB","ugovor o zakupu","za potrebe uprave i provođenje programa za odrasle osobe s intelektualnim teškoćama"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200005","OZALJSKA 0005","30,20","poslovni prostor","GONDOLA NOVA DOO","ugovor o zakupu","trgovačke djelatnosti neprehrambenim proizvodima"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200005","OZALJSKA 0005","78,23","poslovni prostor","PAN - PEK d.o.o.","ugovor o zakupu","trgovačke djelatnosti prehrambenim proizvodima - prodavaonica posebnih vrsta kolača, torti, sendviča, salata, finih peciva i posebnih vrsta kruha izuzetne kavalitete"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200016","OZALJSKA 0016","115,34","poslovni prostor","OGANJ d.o.o.","ugovor o zakupu","servis za uredsku opremu i uredsku djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200016","OZALJSKA 0016","77,85","poslovni prostor","Prostor rodne i medijske kulture ""K-zona""","ugovor o korištenju","za uredski prostor, za provedbu projekata i programa vezanih uz kulturu; prostor za edukaciju, predavanja, radionice, za edukacije i grupe podrški ciljanih skupina; društveni i kulturni prostor za potporu mladim umjetnicima te kao galerijski i/ili radioničarsko kreativni prostor"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200016","OZALJSKA 0016","118,65","poslovni prostor","SINDIKAT DRŽAVNIH I LOKALNIH SLUŽBENIKA I NAMJEŠTENIKA REPUBLIKE HRVATSKE-Podružnica Sindikata gradske uprave Grada Zagreba","ugovor o korištenju","za potrebe rad Podružnice sindikata"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200032","OZALJSKA 0032","65,00","poslovni prostor","HP - HRVATSKA POŠTA D.D.","ugovor o zakupu","djelatnost poštanskih usluga, posredničkih usluga i ostale trgovine na malo u nespecijaliziranim prodavaonicama"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200032","OZALJSKA 0032","19,06","poslovni prostor","KATICA ĐELDIĆ","ugovor o zakupu","trgovina na malo, prodaja kožne galanterije, obuće, tekstilne odjeće, satova, nakita i bižuterije"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200032","OZALJSKA 0032","18,59","poslovni prostor","KATICA ĐELDIĆ","ugovor o zakupu","trgovina na malo, prodaja kožne galanterije i tekstilne odjeće"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200032","OZALJSKA 0032","24,00","poslovni prostor","PALIĆ AURUM D.O.O. / LUKAČ AURUM DOO","ugovor o zakupu","trgovačke"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200049","OZALJSKA 0049","60,00","poslovni prostor","MARTIMEX d.o.o.","ugovor o zakupu","trgovačke djelatnosti konfekcijom, galanterijom i kozmetičkim proizvodima"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200051","OZALJSKA 0051","60,00","poslovni prostor","ČIPKA d.o.o.","ugovor o zakupu","krojačke djelatnosti: šivanje po mjeri ženske konfekcije, te šivanje plesnih haljina i odjevni popravci"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200051","OZALJSKA 0051","40,00","poslovni prostor","MARKOVIĆ PETAR","ugovor o zakupu","krojačke djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200052","OZALJSKA 0052","54,20","poslovni prostor","MINI MLJEKARNA - VERONIKA DOO","ugovor o zakupu","trgovačka"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200055","OZALJSKA 0055","122,90","poslovni prostor","INOVATIVNE TEHNOLOGIJE LAKIRANJA D.O.O.","sudski i ostali postupci u tijeku-Grad nije u posjedu",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200061","OZALJSKA 0061","122,90","poslovni prostor","VEIMAR D.O.O.","ugovor o zakupu","uredske"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200093","OZALJSKA 0093","59,34","poslovni prostor","Vijeće srpske nacionalne manjine Zagrebačke županije","ugovor o korištenju","za potrebe rada vijeća"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200093","OZALJSKA 0093","60,34","poslovni prostor","Prostor rodne i medijske kulture ""K-zona""","ugovor o korištenju","za uredski prostor za provedbu projekata i programa vezanih uz kulturu, kao prostor za edukaciju: za predavanja, radionice, za rad grupa podrške ciljanih skupina, kao društveni i kulturni prostor, kao prostor potpore mladim umjetnicima, kao galerijski i/ili radionačarsko kreativni prostor"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200093","OZALJSKA 0093","264,46","poslovni prostor","CAMERELLI MIRJANA / OSTALI SUVLASNICI","bespravni korisnik",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200093","OZALJSKA 0093","109,16","poslovni prostor","SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - GRADSKA ORGANIZACIJA SDP ZAGREB","ugovor o privremenom korištenju","za rad mjesne organizacije"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200093","OZALJSKA 0093","547,46","poslovni prostor","SPORTSKI PLESNI KLUB ZAGREB, UDRUGA ZA SPORTSKI PLES I PLESNU REKREACIJU","ugovor o korištenju","za poduku i treniranje djece, mladeži i odraslih u sportskom plesu, zatim provođenje redovitih sustavnih treninga svojih članova u svrhu pripreme za natjecanja, te sudjelovanja u sastavu gradske, županijske odnosno državne reprezentacije. Osim toga koristit će se i u svrhu provođenja programa za rekreativno bavljenje sportskim plesom te pripremu i organiziranje plesnih natjecanja i turnira"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200093","OZALJSKA 0093","49,60","poslovni prostor","Zagorska demokratska stranka Gradska organizacija ZDS Zagreb","ugovor o privremenom korištenju","za potrebe rada političke stranke"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200093","OZALJSKA 0093","36,25","poslovni prostor","PHOENIX FARMACIJA d.d.","ugovor o zakupu","skladištenje robe"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200093","OZALJSKA 0093","1.337,61","poslovni prostor","PHOENIX FARMACIJA d.d.","ugovor o zakupu","trgovačka djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200093","OZALJSKA 0093","57,52","poslovni prostor","HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI, GRADSKA ORGANIZACIJA HNS-A GRADA ZAGREBA","ugovor o korištenju","potrebe rada stranke"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200093","OZALJSKA 0093","62,41","poslovni prostor","DRUŠTVO PRIJATELJA HNK HAJDUK U ZAGREBU","ugovor o privremenom korištenju","za potrebe rada udruge"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200093","OZALJSKA 0093","100,04","poslovni prostor","HRVATSKA PUČKA STRANKA","ugovor o zakupu","društveno-politička"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200093","OZALJSKA 0093","62,35","poslovni prostor","HRVATSKA UDRUGA ZA ZAŠTITU POTROŠAČA","ugovor o korištenju","davanje savjeta potrošačima koji dolaze u prostor udruge, te savjetovanja putem telefona i elektronske pošte, te će se u prostoru održavati predavanja za građane grada Zagreba"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200094","OZALJSKA 0094","23,73","poslovni prostor","ILIĆ ŽELJKO","ugovor o zakupu","postolarska djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200094","OZALJSKA 0094","60,85","poslovni prostor","NIKOLA CAR","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=OZALJSKA%200132","OZALJSKA 0132","98,80","poslovni prostor","GRADSKA LJEKARNA ZAGREB","ugovor o zakupu","ljekarna"
