godina,upravaid,uprava,sumarijaid,sumarija,vrstaid,vrstadrva,doznaceno
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,06,Šumarija Lipovljani,39,OSTALA TVRDA BJELOGORICA,892
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,06,Šumarija Lipovljani,42,LIPA,55
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,06,Šumarija Lipovljani,43,JOHA CRNA,1248
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,06,Šumarija Lipovljani,50,DOMAĆE TOPOLE,11
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,06,Šumarija Lipovljani,59,OSTALA MEKA BJELOGORICA,933
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,06,Šumarija Lipovljani,61,OBIČNA SMREKA,112
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,01,HRAST LUŽNJAK,7919
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,02,HRAST KITNJAK,2271
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,10,BUKVA OBIČNA,5336
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,12,JASEN POLJSKI,19190
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,15,JASEN AMERIČKI,1982
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,16,GRAB OBIČNI,13409
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,22,KLEN,215
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,24,BRIJEST NIZINSKI,231
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,27,BAGREM,59
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,30,KESTEN PITOMI,16
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,31,TREŠNJA DIVLJA,187
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,38,VOĆKE OSTALE,19
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,39,OSTALA TVRDA BJELOGORICA,3945
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,42,LIPA,7
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,43,JOHA CRNA,13167
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,46,BIJELA VRBA,2811
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,50,DOMAĆE TOPOLE,333
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,58,EA.TOPOLE,227
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,59,OSTALA MEKA BJELOGORICA,1055
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,62,BIJELI-OBIČNI BOR,2
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,67,AMERIČKI BOROVAC,11
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,70,ARIŠ EVROPSKI,51
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,78,DUGLAZIJA,12
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,07,Šumarija Novoselec,79,OSTALA CRNOGORICA,25
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,09,Šumarija Popovača,01,HRAST LUŽNJAK,3845
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,09,Šumarija Popovača,02,HRAST KITNJAK,6500
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,09,Šumarija Popovača,10,BUKVA OBIČNA,12566
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,09,Šumarija Popovača,12,JASEN POLJSKI,6028
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,09,Šumarija Popovača,16,GRAB OBIČNI,3850
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,09,Šumarija Popovača,22,KLEN,21
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,09,Šumarija Popovača,27,BAGREM,1609
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,09,Šumarija Popovača,31,TREŠNJA DIVLJA,7
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,09,Šumarija Popovača,39,OSTALA TVRDA BJELOGORICA,2311
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,09,Šumarija Popovača,42,LIPA,652
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,09,Šumarija Popovača,43,JOHA CRNA,1801
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,09,Šumarija Popovača,46,BIJELA VRBA,28
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,09,Šumarija Popovača,50,DOMAĆE TOPOLE,475
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,09,Šumarija Popovača,59,OSTALA MEKA BJELOGORICA,1019
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,09,Šumarija Popovača,61,OBIČNA SMREKA,1997
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,09,Šumarija Popovača,63,CRNI BOR,17
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,10,Šumarija Remetinec,01,HRAST LUŽNJAK,4419
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,10,Šumarija Remetinec,02,HRAST KITNJAK,2210
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,10,Šumarija Remetinec,10,BUKVA OBIČNA,5751
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,10,Šumarija Remetinec,12,JASEN POLJSKI,20
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,10,Šumarija Remetinec,16,GRAB OBIČNI,17923
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,10,Šumarija Remetinec,27,BAGREM,299
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,10,Šumarija Remetinec,39,OSTALA TVRDA BJELOGORICA,1561
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,10,Šumarija Remetinec,42,LIPA,398
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,10,Šumarija Remetinec,43,JOHA CRNA,3567
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,10,Šumarija Remetinec,50,DOMAĆE TOPOLE,61
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,10,Šumarija Remetinec,59,OSTALA MEKA BJELOGORICA,2029
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,10,Šumarija Remetinec,62,BIJELI-OBIČNI BOR,26
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,10,Šumarija Remetinec,67,AMERIČKI BOROVAC,1605
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,10,Šumarija Remetinec,79,OSTALA CRNOGORICA,315
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,11,Šumarija Samobor,02,HRAST KITNJAK,849
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,11,Šumarija Samobor,04,HRAST CER,90
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,11,Šumarija Samobor,10,BUKVA OBIČNA,16494
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,11,Šumarija Samobor,13,JASEN OBIČNI,149
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,11,Šumarija Samobor,14,JASEN CRNI,58
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,11,Šumarija Samobor,16,GRAB OBIČNI,1603
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,11,Šumarija Samobor,17,GRAB CRNI,229
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,11,Šumarija Samobor,19,JAVOR GORSKI,1749
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,11,Šumarija Samobor,22,KLEN,2
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,11,Šumarija Samobor,25,BRIJEST GORSKI,20
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,11,Šumarija Samobor,27,BAGREM,3
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,11,Šumarija Samobor,30,KESTEN PITOMI,1294
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,11,Šumarija Samobor,39,OSTALA TVRDA BJELOGORICA,3260
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,11,Šumarija Samobor,59,OSTALA MEKA BJELOGORICA,1432
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,11,Šumarija Samobor,61,OBIČNA SMREKA,3979
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,11,Šumarija Samobor,67,AMERIČKI BOROVAC,11
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,11,Šumarija Samobor,70,ARIŠ EVROPSKI,88
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,11,Šumarija Samobor,79,OSTALA CRNOGORICA,134
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,12,Šumarija Velika Gorica,01,HRAST LUŽNJAK,8568
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,12,Šumarija Velika Gorica,02,HRAST KITNJAK,1433
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,12,Šumarija Velika Gorica,04,HRAST CER,4
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,12,Šumarija Velika Gorica,10,BUKVA OBIČNA,7224
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,12,Šumarija Velika Gorica,12,JASEN POLJSKI,3331
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,12,Šumarija Velika Gorica,16,GRAB OBIČNI,37770
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,12,Šumarija Velika Gorica,19,JAVOR GORSKI,1
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,12,Šumarija Velika Gorica,38,VOĆKE OSTALE,117
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,12,Šumarija Velika Gorica,39,OSTALA TVRDA BJELOGORICA,2923
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,12,Šumarija Velika Gorica,43,JOHA CRNA,3038
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,12,Šumarija Velika Gorica,59,OSTALA MEKA BJELOGORICA,813
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,12,Šumarija Velika Gorica,61,OBIČNA SMREKA,1996
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,12,Šumarija Velika Gorica,62,BIJELI-OBIČNI BOR,350
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,12,Šumarija Velika Gorica,67,AMERIČKI BOROVAC,1191
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,12,Šumarija Velika Gorica,70,ARIŠ EVROPSKI,39
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,12,Šumarija Velika Gorica,78,DUGLAZIJA,17
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,12,Šumarija Velika Gorica,79,OSTALA CRNOGORICA,531
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,01,HRAST LUŽNJAK,113
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,02,HRAST KITNJAK,4236
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,04,HRAST CER,16
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,10,BUKVA OBIČNA,11509
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,13,JASEN OBIČNI,81
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,16,GRAB OBIČNI,1111
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,19,JAVOR GORSKI,272
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,22,KLEN,29
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,27,BAGREM,673
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,30,KESTEN PITOMI,404
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,31,TREŠNJA DIVLJA,27
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,39,OSTALA TVRDA BJELOGORICA,1793
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,42,LIPA,30
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,43,JOHA CRNA,102
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,59,OSTALA MEKA BJELOGORICA,124
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,60,OBIČNA JELA,2081
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,61,OBIČNA SMREKA,1423
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,62,BIJELI-OBIČNI BOR,175
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,63,CRNI BOR,7
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,78,DUGLAZIJA,12
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,13,Šumarija Zagreb,79,OSTALA CRNOGORICA,37
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,14,Šumarija Zlatar,02,HRAST KITNJAK,1278
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,14,Šumarija Zlatar,10,BUKVA OBIČNA,7248
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,14,Šumarija Zlatar,13,JASEN OBIČNI,64
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,14,Šumarija Zlatar,16,GRAB OBIČNI,1148
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,14,Šumarija Zlatar,19,JAVOR GORSKI,320
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,14,Šumarija Zlatar,27,BAGREM,562
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,14,Šumarija Zlatar,31,TREŠNJA DIVLJA,11
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,14,Šumarija Zlatar,39,OSTALA TVRDA BJELOGORICA,993
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,14,Šumarija Zlatar,42,LIPA,27
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,14,Šumarija Zlatar,59,OSTALA MEKA BJELOGORICA,202
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,14,Šumarija Zlatar,60,OBIČNA JELA,261
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,14,Šumarija Zlatar,61,OBIČNA SMREKA,190
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,14,Šumarija Zlatar,62,BIJELI-OBIČNI BOR,274
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,14,Šumarija Zlatar,67,AMERIČKI BOROVAC,9
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,14,Šumarija Zlatar,79,OSTALA CRNOGORICA,84
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,18,Hortikultura Zagreb,01,HRAST LUŽNJAK,112
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,18,Hortikultura Zagreb,02,HRAST KITNJAK,643
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,18,Hortikultura Zagreb,10,BUKVA OBIČNA,114
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,18,Hortikultura Zagreb,13,JASEN OBIČNI,17
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,18,Hortikultura Zagreb,16,GRAB OBIČNI,698
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,18,Hortikultura Zagreb,22,KLEN,2
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,18,Hortikultura Zagreb,27,BAGREM,970
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,18,Hortikultura Zagreb,30,KESTEN PITOMI,151
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,18,Hortikultura Zagreb,31,TREŠNJA DIVLJA,5
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,18,Hortikultura Zagreb,39,OSTALA TVRDA BJELOGORICA,740
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,18,Hortikultura Zagreb,42,LIPA,14
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,18,Hortikultura Zagreb,59,OSTALA MEKA BJELOGORICA,39
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,18,Hortikultura Zagreb,67,AMERIČKI BOROVAC,8
2015,07,UPRAVA ŠUMA PODRUŽNICA ZAGREB,18,Hortikultura Zagreb,79,OSTALA CRNOGORICA,24
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,01,Šumarija Dvor,02,HRAST KITNJAK,5769
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,01,Šumarija Dvor,10,BUKVA OBIČNA,47857
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,01,Šumarija Dvor,16,GRAB OBIČNI,6925
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,01,Šumarija Dvor,27,BAGREM,2108
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,01,Šumarija Dvor,30,KESTEN PITOMI,19818
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,01,Šumarija Dvor,39,OSTALA TVRDA BJELOGORICA,3583
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,01,Šumarija Dvor,43,JOHA CRNA,2111
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,01,Šumarija Dvor,59,OSTALA MEKA BJELOGORICA,6949
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,01,Šumarija Dvor,61,OBIČNA SMREKA,145
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,01,Šumarija Dvor,63,CRNI BOR,658
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,01,Šumarija Dvor,67,AMERIČKI BOROVAC,146
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,01,Šumarija Dvor,70,ARIŠ EVROPSKI,29
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,02,Šumarija Hrvatska Dubica,01,HRAST LUŽNJAK,4988
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,02,Šumarija Hrvatska Dubica,12,JASEN POLJSKI,4745
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,02,Šumarija Hrvatska Dubica,16,GRAB OBIČNI,3516
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,02,Šumarija Hrvatska Dubica,24,BRIJEST NIZINSKI,56
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,02,Šumarija Hrvatska Dubica,39,OSTALA TVRDA BJELOGORICA,605
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,02,Šumarija Hrvatska Dubica,43,JOHA CRNA,5773
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,02,Šumarija Hrvatska Dubica,59,OSTALA MEKA BJELOGORICA,506
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,03,Šumarija Glina,01,HRAST LUŽNJAK,37
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,03,Šumarija Glina,02,HRAST KITNJAK,8536
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,03,Šumarija Glina,04,HRAST CER,883
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,03,Šumarija Glina,10,BUKVA OBIČNA,35462
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,03,Šumarija Glina,16,GRAB OBIČNI,10007
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,03,Šumarija Glina,27,BAGREM,91
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,03,Šumarija Glina,30,KESTEN PITOMI,19763
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,03,Šumarija Glina,39,OSTALA TVRDA BJELOGORICA,3534
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,03,Šumarija Glina,43,JOHA CRNA,1788
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,03,Šumarija Glina,59,OSTALA MEKA BJELOGORICA,1246
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,03,Šumarija Glina,61,OBIČNA SMREKA,589
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,03,Šumarija Glina,63,CRNI BOR,1122
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,03,Šumarija Glina,70,ARIŠ EVROPSKI,181
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,04,Šumarija Kostajnica,02,HRAST KITNJAK,6115
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,04,Šumarija Kostajnica,10,BUKVA OBIČNA,20261
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,04,Šumarija Kostajnica,16,GRAB OBIČNI,2028
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,04,Šumarija Kostajnica,30,KESTEN PITOMI,6714
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,04,Šumarija Kostajnica,39,OSTALA TVRDA BJELOGORICA,1339
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,04,Šumarija Kostajnica,43,JOHA CRNA,273
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,04,Šumarija Kostajnica,59,OSTALA MEKA BJELOGORICA,1845
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,04,Šumarija Kostajnica,61,OBIČNA SMREKA,1637
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,04,Šumarija Kostajnica,67,AMERIČKI BOROVAC,144
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,04,Šumarija Kostajnica,79,OSTALA CRNOGORICA,1221
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,05,Šumarija Lekenik,01,HRAST LUŽNJAK,8234
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,05,Šumarija Lekenik,02,HRAST KITNJAK,826
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,05,Šumarija Lekenik,10,BUKVA OBIČNA,3148
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,05,Šumarija Lekenik,12,JASEN POLJSKI,4625
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,05,Šumarija Lekenik,16,GRAB OBIČNI,16393
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,05,Šumarija Lekenik,30,KESTEN PITOMI,3
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,05,Šumarija Lekenik,39,OSTALA TVRDA BJELOGORICA,1438
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,05,Šumarija Lekenik,43,JOHA CRNA,6250
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,05,Šumarija Lekenik,50,DOMAĆE TOPOLE,1404
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,05,Šumarija Lekenik,59,OSTALA MEKA BJELOGORICA,380
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,05,Šumarija Lekenik,62,BIJELI-OBIČNI BOR,49
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,06,Šumarija Pokupsko,02,HRAST KITNJAK,4213
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,06,Šumarija Pokupsko,04,HRAST CER,261
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,06,Šumarija Pokupsko,10,BUKVA OBIČNA,5573
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,06,Šumarija Pokupsko,16,GRAB OBIČNI,5185
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,06,Šumarija Pokupsko,39,OSTALA TVRDA BJELOGORICA,859
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,06,Šumarija Pokupsko,43,JOHA CRNA,137
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,06,Šumarija Pokupsko,59,OSTALA MEKA BJELOGORICA,307
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,06,Šumarija Pokupsko,79,OSTALA CRNOGORICA,3
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,07,Šumarija Petrinja,01,HRAST LUŽNJAK,6526
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,07,Šumarija Petrinja,02,HRAST KITNJAK,7331
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,07,Šumarija Petrinja,10,BUKVA OBIČNA,24548
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,07,Šumarija Petrinja,12,JASEN POLJSKI,112
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,07,Šumarija Petrinja,16,GRAB OBIČNI,18499
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,07,Šumarija Petrinja,27,BAGREM,126
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,07,Šumarija Petrinja,30,KESTEN PITOMI,36728
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,07,Šumarija Petrinja,39,OSTALA TVRDA BJELOGORICA,2953
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,07,Šumarija Petrinja,43,JOHA CRNA,334
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,07,Šumarija Petrinja,59,OSTALA MEKA BJELOGORICA,608
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,07,Šumarija Petrinja,61,OBIČNA SMREKA,1897
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,07,Šumarija Petrinja,79,OSTALA CRNOGORICA,97
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,08,Šumarija Rujevac,02,HRAST KITNJAK,18074
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,08,Šumarija Rujevac,04,HRAST CER,524
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,08,Šumarija Rujevac,10,BUKVA OBIČNA,19182
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,08,Šumarija Rujevac,16,GRAB OBIČNI,6742
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,08,Šumarija Rujevac,27,BAGREM,294
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,08,Šumarija Rujevac,30,KESTEN PITOMI,25421
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,08,Šumarija Rujevac,39,OSTALA TVRDA BJELOGORICA,1584
