godina,upravaid,uprava,sumarijaid,sumarija,vrstaid,vrstadrva,doznaceno
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,08,Šumarija Rujevac,43,JOHA CRNA,84
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,08,Šumarija Rujevac,59,OSTALA MEKA BJELOGORICA,1434
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,08,Šumarija Rujevac,62,BIJELI-OBIČNI BOR,25
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,08,Šumarija Rujevac,63,CRNI BOR,185
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,09,Šumarija Sisak,01,HRAST LUŽNJAK,14542
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,09,Šumarija Sisak,02,HRAST KITNJAK,1391
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,09,Šumarija Sisak,04,HRAST CER,14
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,09,Šumarija Sisak,10,BUKVA OBIČNA,1510
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,09,Šumarija Sisak,12,JASEN POLJSKI,18211
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,09,Šumarija Sisak,15,JASEN AMERIČKI,317
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,09,Šumarija Sisak,16,GRAB OBIČNI,4923
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,09,Šumarija Sisak,22,KLEN,158
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,09,Šumarija Sisak,24,BRIJEST NIZINSKI,17
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,09,Šumarija Sisak,39,OSTALA TVRDA BJELOGORICA,2926
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,09,Šumarija Sisak,43,JOHA CRNA,484
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,09,Šumarija Sisak,50,DOMAĆE TOPOLE,244
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,09,Šumarija Sisak,59,OSTALA MEKA BJELOGORICA,739
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,10,Šumarija Sunja,01,HRAST LUŽNJAK,3343
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,10,Šumarija Sunja,12,JASEN POLJSKI,16857
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,10,Šumarija Sunja,15,JASEN AMERIČKI,388
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,10,Šumarija Sunja,16,GRAB OBIČNI,2490
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,10,Šumarija Sunja,24,BRIJEST NIZINSKI,229
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,10,Šumarija Sunja,39,OSTALA TVRDA BJELOGORICA,998
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,10,Šumarija Sunja,43,JOHA CRNA,213
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,10,Šumarija Sunja,50,DOMAĆE TOPOLE,27
2015,08,UPRAVA ŠUMA PODRUŽNICA SISAK,10,Šumarija Sunja,59,OSTALA MEKA BJELOGORICA,132
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,01,Šumarija Cetingrad,02,HRAST KITNJAK,2916
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,01,Šumarija Cetingrad,04,HRAST CER,431
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,01,Šumarija Cetingrad,10,BUKVA OBIČNA,19634
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,01,Šumarija Cetingrad,16,GRAB OBIČNI,9875
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,01,Šumarija Cetingrad,19,JAVOR GORSKI,60
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,01,Šumarija Cetingrad,30,KESTEN PITOMI,97
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,01,Šumarija Cetingrad,39,OSTALA TVRDA BJELOGORICA,694
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,01,Šumarija Cetingrad,61,OBIČNA SMREKA,7502
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,01,Šumarija Cetingrad,62,BIJELI-OBIČNI BOR,131
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,01,Šumarija Cetingrad,63,CRNI BOR,66
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,01,Šumarija Cetingrad,67,AMERIČKI BOROVAC,2
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,01,Šumarija Cetingrad,70,ARIŠ EVROPSKI,2
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,01,Šumarija Cetingrad,79,OSTALA CRNOGORICA,6
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,02,Šumarija Draganić,01,HRAST LUŽNJAK,1881
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,02,Šumarija Draganić,02,HRAST KITNJAK,50
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,02,Šumarija Draganić,04,HRAST CER,7
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,02,Šumarija Draganić,10,BUKVA OBIČNA,41
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,02,Šumarija Draganić,12,JASEN POLJSKI,8805
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,02,Šumarija Draganić,16,GRAB OBIČNI,115
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,02,Šumarija Draganić,39,OSTALA TVRDA BJELOGORICA,21
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,02,Šumarija Draganić,43,JOHA CRNA,156
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,02,Šumarija Draganić,59,OSTALA MEKA BJELOGORICA,40
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,03,Šumarija Duga Resa,02,HRAST KITNJAK,1694
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,03,Šumarija Duga Resa,04,HRAST CER,3250
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,03,Šumarija Duga Resa,10,BUKVA OBIČNA,16606
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,03,Šumarija Duga Resa,16,GRAB OBIČNI,13878
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,03,Šumarija Duga Resa,19,JAVOR GORSKI,640
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,03,Šumarija Duga Resa,21,JAVOR GLUHAĆ,1939
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,03,Šumarija Duga Resa,30,KESTEN PITOMI,565
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,03,Šumarija Duga Resa,39,OSTALA TVRDA BJELOGORICA,6508
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,03,Šumarija Duga Resa,59,OSTALA MEKA BJELOGORICA,2660
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,03,Šumarija Duga Resa,61,OBIČNA SMREKA,11921
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,03,Šumarija Duga Resa,62,BIJELI-OBIČNI BOR,4126
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,03,Šumarija Duga Resa,63,CRNI BOR,2784
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,03,Šumarija Duga Resa,67,AMERIČKI BOROVAC,4282
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,03,Šumarija Duga Resa,70,ARIŠ EVROPSKI,709
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,03,Šumarija Duga Resa,78,DUGLAZIJA,32
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,03,Šumarija Duga Resa,79,OSTALA CRNOGORICA,162
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,04,Šumarija Jastrebarsko,01,HRAST LUŽNJAK,4345
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,04,Šumarija Jastrebarsko,02,HRAST KITNJAK,4801
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,04,Šumarija Jastrebarsko,10,BUKVA OBIČNA,1464
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,04,Šumarija Jastrebarsko,12,JASEN POLJSKI,18500
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,04,Šumarija Jastrebarsko,16,GRAB OBIČNI,17950
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,04,Šumarija Jastrebarsko,24,BRIJEST NIZINSKI,579
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,04,Šumarija Jastrebarsko,31,TREŠNJA DIVLJA,22
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,04,Šumarija Jastrebarsko,39,OSTALA TVRDA BJELOGORICA,2526
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,04,Šumarija Jastrebarsko,40,LIPA MALOLISNA,10
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,04,Šumarija Jastrebarsko,43,JOHA CRNA,2768
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,04,Šumarija Jastrebarsko,45,BREZA OBIČNA,4
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,04,Šumarija Jastrebarsko,59,OSTALA MEKA BJELOGORICA,1150
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,04,Šumarija Jastrebarsko,61,OBIČNA SMREKA,19074
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,04,Šumarija Jastrebarsko,62,BIJELI-OBIČNI BOR,3194
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,04,Šumarija Jastrebarsko,63,CRNI BOR,315
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,04,Šumarija Jastrebarsko,67,AMERIČKI BOROVAC,2583
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,04,Šumarija Jastrebarsko,70,ARIŠ EVROPSKI,4920
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,04,Šumarija Jastrebarsko,78,DUGLAZIJA,991
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,04,Šumarija Jastrebarsko,79,OSTALA CRNOGORICA,291
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,05,Šumarija Karlovac,01,HRAST LUŽNJAK,4430
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,05,Šumarija Karlovac,02,HRAST KITNJAK,2151
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,05,Šumarija Karlovac,04,HRAST CER,327
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,05,Šumarija Karlovac,10,BUKVA OBIČNA,11370
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,05,Šumarija Karlovac,12,JASEN POLJSKI,352
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,05,Šumarija Karlovac,16,GRAB OBIČNI,3487
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,05,Šumarija Karlovac,30,KESTEN PITOMI,2308
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,05,Šumarija Karlovac,31,TREŠNJA DIVLJA,3
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,05,Šumarija Karlovac,39,OSTALA TVRDA BJELOGORICA,310
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,05,Šumarija Karlovac,43,JOHA CRNA,1127
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,05,Šumarija Karlovac,59,OSTALA MEKA BJELOGORICA,604
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,05,Šumarija Karlovac,61,OBIČNA SMREKA,11
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,05,Šumarija Karlovac,62,BIJELI-OBIČNI BOR,36
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,05,Šumarija Karlovac,67,AMERIČKI BOROVAC,35
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,05,Šumarija Karlovac,70,ARIŠ EVROPSKI,22
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,06,Šumarija Krašić,02,HRAST KITNJAK,3268
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,06,Šumarija Krašić,04,HRAST CER,96
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,06,Šumarija Krašić,10,BUKVA OBIČNA,21550
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,06,Šumarija Krašić,16,GRAB OBIČNI,868
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,06,Šumarija Krašić,19,JAVOR GORSKI,908
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,06,Šumarija Krašić,21,JAVOR GLUHAĆ,67
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,06,Šumarija Krašić,30,KESTEN PITOMI,92
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,06,Šumarija Krašić,39,OSTALA TVRDA BJELOGORICA,872
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,06,Šumarija Krašić,43,JOHA CRNA,46
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,06,Šumarija Krašić,59,OSTALA MEKA BJELOGORICA,50
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,06,Šumarija Krašić,61,OBIČNA SMREKA,2728
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,06,Šumarija Krašić,62,BIJELI-OBIČNI BOR,397
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,06,Šumarija Krašić,63,CRNI BOR,1829
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,06,Šumarija Krašić,67,AMERIČKI BOROVAC,132
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,06,Šumarija Krašić,70,ARIŠ EVROPSKI,311
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,06,Šumarija Krašić,78,DUGLAZIJA,229
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,07,Šumarija Krnjak,02,HRAST KITNJAK,1635
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,07,Šumarija Krnjak,04,HRAST CER,218
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,07,Šumarija Krnjak,10,BUKVA OBIČNA,8266
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,07,Šumarija Krnjak,16,GRAB OBIČNI,5099
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,07,Šumarija Krnjak,31,TREŠNJA DIVLJA,4
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,07,Šumarija Krnjak,39,OSTALA TVRDA BJELOGORICA,958
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,07,Šumarija Krnjak,61,OBIČNA SMREKA,76
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,07,Šumarija Krnjak,79,OSTALA CRNOGORICA,11
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,08,Šumarija Ozalj,02,HRAST KITNJAK,646
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,08,Šumarija Ozalj,04,HRAST CER,290
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,08,Šumarija Ozalj,10,BUKVA OBIČNA,8833
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,08,Šumarija Ozalj,16,GRAB OBIČNI,405
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,08,Šumarija Ozalj,30,KESTEN PITOMI,750
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,08,Šumarija Ozalj,39,OSTALA TVRDA BJELOGORICA,1292
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,08,Šumarija Ozalj,59,OSTALA MEKA BJELOGORICA,237
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,08,Šumarija Ozalj,61,OBIČNA SMREKA,4506
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,08,Šumarija Ozalj,62,BIJELI-OBIČNI BOR,172
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,08,Šumarija Ozalj,63,CRNI BOR,287
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,08,Šumarija Ozalj,67,AMERIČKI BOROVAC,123
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,08,Šumarija Ozalj,70,ARIŠ EVROPSKI,210
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,08,Šumarija Ozalj,78,DUGLAZIJA,83
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,09,Šumarija Pisarovina,01,HRAST LUŽNJAK,1593
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,09,Šumarija Pisarovina,02,HRAST KITNJAK,880
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,09,Šumarija Pisarovina,10,BUKVA OBIČNA,11048
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,09,Šumarija Pisarovina,12,JASEN POLJSKI,719
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,09,Šumarija Pisarovina,16,GRAB OBIČNI,12801
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,09,Šumarija Pisarovina,39,OSTALA TVRDA BJELOGORICA,451
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,09,Šumarija Pisarovina,43,JOHA CRNA,1625
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,09,Šumarija Pisarovina,59,OSTALA MEKA BJELOGORICA,108
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,09,Šumarija Pisarovina,67,AMERIČKI BOROVAC,297
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,09,Šumarija Pisarovina,70,ARIŠ EVROPSKI,50
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,10,Šumarija Rakovica,02,HRAST KITNJAK,1936
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,10,Šumarija Rakovica,04,HRAST CER,622
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,10,Šumarija Rakovica,10,BUKVA OBIČNA,15489
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,10,Šumarija Rakovica,16,GRAB OBIČNI,5425
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,10,Šumarija Rakovica,19,JAVOR GORSKI,130
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,10,Šumarija Rakovica,21,JAVOR GLUHAĆ,479
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,10,Šumarija Rakovica,31,TREŠNJA DIVLJA,27
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,10,Šumarija Rakovica,39,OSTALA TVRDA BJELOGORICA,655
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,10,Šumarija Rakovica,59,OSTALA MEKA BJELOGORICA,3
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,10,Šumarija Rakovica,60,OBIČNA JELA,1821
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,10,Šumarija Rakovica,61,OBIČNA SMREKA,212
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,10,Šumarija Rakovica,62,BIJELI-OBIČNI BOR,33
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,10,Šumarija Rakovica,63,CRNI BOR,6
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,10,Šumarija Rakovica,67,AMERIČKI BOROVAC,4
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,10,Šumarija Rakovica,78,DUGLAZIJA,8
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,10,Šumarija Rakovica,79,OSTALA CRNOGORICA,70
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,11,Šumarija Slunj,02,HRAST KITNJAK,469
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,11,Šumarija Slunj,04,HRAST CER,791
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,11,Šumarija Slunj,10,BUKVA OBIČNA,6923
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,11,Šumarija Slunj,16,GRAB OBIČNI,4056
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,11,Šumarija Slunj,21,JAVOR GLUHAĆ,18
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,11,Šumarija Slunj,30,KESTEN PITOMI,183
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,11,Šumarija Slunj,31,TREŠNJA DIVLJA,29
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,11,Šumarija Slunj,39,OSTALA TVRDA BJELOGORICA,769
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,11,Šumarija Slunj,59,OSTALA MEKA BJELOGORICA,1161
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,11,Šumarija Slunj,61,OBIČNA SMREKA,5892
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,11,Šumarija Slunj,62,BIJELI-OBIČNI BOR,4238
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,11,Šumarija Slunj,63,CRNI BOR,3687
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,11,Šumarija Slunj,67,AMERIČKI BOROVAC,1464
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,11,Šumarija Slunj,70,ARIŠ EVROPSKI,624
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,12,Šumarija Topusko,01,HRAST LUŽNJAK,5
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,12,Šumarija Topusko,02,HRAST KITNJAK,4678
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,12,Šumarija Topusko,04,HRAST CER,5
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,12,Šumarija Topusko,10,BUKVA OBIČNA,21135
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,12,Šumarija Topusko,16,GRAB OBIČNI,4465
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,12,Šumarija Topusko,30,KESTEN PITOMI,834
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,12,Šumarija Topusko,31,TREŠNJA DIVLJA,4
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,12,Šumarija Topusko,39,OSTALA TVRDA BJELOGORICA,2224
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,12,Šumarija Topusko,43,JOHA CRNA,1119
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,12,Šumarija Topusko,59,OSTALA MEKA BJELOGORICA,7863
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,12,Šumarija Topusko,61,OBIČNA SMREKA,5813
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,12,Šumarija Topusko,62,BIJELI-OBIČNI BOR,2379
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,12,Šumarija Topusko,63,CRNI BOR,2167
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,13,Šumarija Vojnić,02,HRAST KITNJAK,1738
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,13,Šumarija Vojnić,04,HRAST CER,80
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,13,Šumarija Vojnić,10,BUKVA OBIČNA,28949
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,13,Šumarija Vojnić,16,GRAB OBIČNI,5984
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,13,Šumarija Vojnić,27,BAGREM,125
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,13,Šumarija Vojnić,30,KESTEN PITOMI,2688
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,13,Šumarija Vojnić,31,TREŠNJA DIVLJA,137
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,13,Šumarija Vojnić,39,OSTALA TVRDA BJELOGORICA,641
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,13,Šumarija Vojnić,43,JOHA CRNA,138
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,13,Šumarija Vojnić,45,BREZA OBIČNA,2
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,13,Šumarija Vojnić,59,OSTALA MEKA BJELOGORICA,103
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,13,Šumarija Vojnić,61,OBIČNA SMREKA,652
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,13,Šumarija Vojnić,62,BIJELI-OBIČNI BOR,130
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,13,Šumarija Vojnić,63,CRNI BOR,253
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,13,Šumarija Vojnić,67,AMERIČKI BOROVAC,744
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,13,Šumarija Vojnić,70,ARIŠ EVROPSKI,50
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,14,Šumarija Gvozd,02,HRAST KITNJAK,2123
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,14,Šumarija Gvozd,04,HRAST CER,382
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,14,Šumarija Gvozd,10,BUKVA OBIČNA,12961
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,14,Šumarija Gvozd,16,GRAB OBIČNI,4311
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,14,Šumarija Gvozd,27,BAGREM,4
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,14,Šumarija Gvozd,30,KESTEN PITOMI,2756
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,14,Šumarija Gvozd,31,TREŠNJA DIVLJA,8
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,14,Šumarija Gvozd,39,OSTALA TVRDA BJELOGORICA,779
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,14,Šumarija Gvozd,43,JOHA CRNA,161
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,14,Šumarija Gvozd,59,OSTALA MEKA BJELOGORICA,862
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,14,Šumarija Gvozd,61,OBIČNA SMREKA,342
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,14,Šumarija Gvozd,63,CRNI BOR,141
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,14,Šumarija Gvozd,67,AMERIČKI BOROVAC,27
2015,09,UPRAVA ŠUMA PODRUŽNICA KARLOVAC,14,Šumarija Gvozd,79,OSTALA CRNOGORICA,110
2015,10,UPRAVA ŠUMA PODRUŽNICA OGULIN,01,Šumarija Drežnica,10,BUKVA OBIČNA,22492
